"","entire_name","ctr_cd","ctr_ty","zipcode","age_category","age_category_percent"
"570","Houston Methodist Hospital (TXMH)","TXMH","TX1",77030,"age_12_17_allc2",0
"571","Houston Methodist Hospital (TXMH)","TXMH","TX1",77030,"age_2_allc2",0
"572","Houston Methodist Hospital (TXMH)","TXMH","TX1",77030,"age_18_34_allc2",9.5238095238
"573","Houston Methodist Hospital (TXMH)","TXMH","TX1",77030,"age_35_49_allc2",28.011204482
"574","Houston Methodist Hospital (TXMH)","TXMH","TX1",77030,"age_50_64_allc2",46.848739496
"575","Houston Methodist Hospital (TXMH)","TXMH","TX1",77030,"age_65_69_allc2",12.675070028
"576","Houston Methodist Hospital (TXMH)","TXMH","TX1",77030,"age_70_allc2",2.9411764706
"577","Indiana University Health (INIM)","INIM","TX1",46202,"age_2_11_allc2",0.1347708895
"578","Indiana University Health (INIM)","INIM","TX1",46202,"age_12_17_allc2",0.6738544474
"579","Indiana University Health (INIM)","INIM","TX1",46202,"age_2_allc2",0
"580","Indiana University Health (INIM)","INIM","TX1",46202,"age_18_34_allc2",13.611859838
"581","Indiana University Health (INIM)","INIM","TX1",46202,"age_35_49_allc2",27.897574124
"582","Indiana University Health (INIM)","INIM","TX1",46202,"age_50_64_allc2",41.778975741
"583","Indiana University Health (INIM)","INIM","TX1",46202,"age_65_69_allc2",12.803234501
"584","Indiana University Health (INIM)","INIM","TX1",46202,"age_70_allc2",3.0997304582
"585","Inova Fairfax Hospital (VAFH)","VAFH","TX1",22042,"age_2_11_allc2",0.234741784
"586","Inova Fairfax Hospital (VAFH)","VAFH","TX1",22042,"age_12_17_allc2",0
"587","Inova Fairfax Hospital (VAFH)","VAFH","TX1",22042,"age_2_allc2",0
"588","Inova Fairfax Hospital (VAFH)","VAFH","TX1",22042,"age_18_34_allc2",7.2769953052
"589","Inova Fairfax Hospital (VAFH)","VAFH","TX1",22042,"age_35_49_allc2",31.690140845
"590","Inova Fairfax Hospital (VAFH)","VAFH","TX1",22042,"age_50_64_allc2",42.488262911
"591","Inova Fairfax Hospital (VAFH)","VAFH","TX1",22042,"age_65_69_allc2",13.145539906
"592","Inova Fairfax Hospital (VAFH)","VAFH","TX1",22042,"age_70_allc2",5.1643192488
"593","Integris Baptist Medical Center (OKBC)","OKBC","TX1",73112,"age_2_11_allc2",0
"594","Integris Baptist Medical Center (OKBC)","OKBC","TX1",73112,"age_12_17_allc2",0
"595","Integris Baptist Medical Center (OKBC)","OKBC","TX1",73112,"age_2_allc2",0
"596","Integris Baptist Medical Center (OKBC)","OKBC","TX1",73112,"age_18_34_allc2",10.358565737
"597","Integris Baptist Medical Center (OKBC)","OKBC","TX1",73112,"age_35_49_allc2",30.278884462
"598","Integris Baptist Medical Center (OKBC)","OKBC","TX1",73112,"age_50_64_allc2",43.027888446
"599","Integris Baptist Medical Center (OKBC)","OKBC","TX1",73112,"age_65_69_allc2",10.358565737
"600","Integris Baptist Medical Center (OKBC)","OKBC","TX1",73112,"age_70_allc2",5.9760956175
"601","Intermountain Medical Center (UTLD)","UTLD","TX1",84107,"age_2_11_allc2",0
"602","Intermountain Medical Center (UTLD)","UTLD","TX1",84107,"age_12_17_allc2",0.3861003861
"603","Intermountain Medical Center (UTLD)","UTLD","TX1",84107,"age_2_allc2",0
"604","Intermountain Medical Center (UTLD)","UTLD","TX1",84107,"age_18_34_allc2",13.127413127
"605","Intermountain Medical Center (UTLD)","UTLD","TX1",84107,"age_35_49_allc2",24.71042471
"606","Intermountain Medical Center (UTLD)","UTLD","TX1",84107,"age_50_64_allc2",41.312741313
"607","Intermountain Medical Center (UTLD)","UTLD","TX1",84107,"age_65_69_allc2",14.671814672
"608","Intermountain Medical Center (UTLD)","UTLD","TX1",84107,"age_70_allc2",5.7915057915
"609","Iowa Methodist Medical Center (IAIM)","IAIM","TX1",50309,"age_2_11_allc2",0
"610","Iowa Methodist Medical Center (IAIM)","IAIM","TX1",50309,"age_12_17_allc2",0
"611","Iowa Methodist Medical Center (IAIM)","IAIM","TX1",50309,"age_2_allc2",0
"612","Iowa Methodist Medical Center (IAIM)","IAIM","TX1",50309,"age_18_34_allc2",12.765957447
"613","Iowa Methodist Medical Center (IAIM)","IAIM","TX1",50309,"age_35_49_allc2",19.14893617
"614","Iowa Methodist Medical Center (IAIM)","IAIM","TX1",50309,"age_50_64_allc2",34.75177305
"615","Iowa Methodist Medical Center (IAIM)","IAIM","TX1",50309,"age_65_69_allc2",16.312056738
"616","Iowa Methodist Medical Center (IAIM)","IAIM","TX1",50309,"age_70_allc2",17.021276596
"617","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1",33136,"age_2_11_allc2",0.7346189164
"618","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1",33136,"age_12_17_allc2",1.1019283747
"619","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1",33136,"age_2_allc2",0
"620","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1",33136,"age_18_34_allc2",12.764003673
"621","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1",33136,"age_35_49_allc2",25.80348944
"622","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1",33136,"age_50_64_allc2",43.158861341
"623","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1",33136,"age_65_69_allc2",9.0909090909
"624","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1",33136,"age_70_allc2",7.3461891644
"625","James J. Peters VA Medical Center (NYVA)","NYVA","TX1",10468,"age_2_11_allc2",0
"626","James J. Peters VA Medical Center (NYVA)","NYVA","TX1",10468,"age_12_17_allc2",0
"627","James J. Peters VA Medical Center (NYVA)","NYVA","TX1",10468,"age_2_allc2",0
"628","James J. Peters VA Medical Center (NYVA)","NYVA","TX1",10468,"age_18_34_allc2",2.5641025641
"629","James J. Peters VA Medical Center (NYVA)","NYVA","TX1",10468,"age_35_49_allc2",19.658119658
"630","James J. Peters VA Medical Center (NYVA)","NYVA","TX1",10468,"age_50_64_allc2",41.025641026
"631","James J. Peters VA Medical Center (NYVA)","NYVA","TX1",10468,"age_65_69_allc2",16.239316239
"632","James J. Peters VA Medical Center (NYVA)","NYVA","TX1",10468,"age_70_allc2",20.512820513
"633","Jewish Hospital (KYJH)","KYJH","TX1",40202,"age_2_11_allc2",0
"634","Jewish Hospital (KYJH)","KYJH","TX1",40202,"age_12_17_allc2",0
"635","Jewish Hospital (KYJH)","KYJH","TX1",40202,"age_2_allc2",0
"636","Jewish Hospital (KYJH)","KYJH","TX1",40202,"age_18_34_allc2",9.7122302158
"637","Jewish Hospital (KYJH)","KYJH","TX1",40202,"age_35_49_allc2",24.100719424
"638","Jewish Hospital (KYJH)","KYJH","TX1",40202,"age_50_64_allc2",41.007194245
"639","Jewish Hospital (KYJH)","KYJH","TX1",40202,"age_65_69_allc2",15.107913669
"640","Jewish Hospital (KYJH)","KYJH","TX1",40202,"age_70_allc2",10.071942446
"641","Johns Hopkins Hospital (MDJH)","MDJH","TX1",21287,"age_2_11_allc2",0.5003573981
"642","Johns Hopkins Hospital (MDJH)","MDJH","TX1",21287,"age_12_17_allc2",0.929235168
"643","Johns Hopkins Hospital (MDJH)","MDJH","TX1",21287,"age_2_allc2",0
"644","Johns Hopkins Hospital (MDJH)","MDJH","TX1",21287,"age_18_34_allc2",9.2923516798
"645","Johns Hopkins Hospital (MDJH)","MDJH","TX1",21287,"age_35_49_allc2",22.659042173
"646","Johns Hopkins Hospital (MDJH)","MDJH","TX1",21287,"age_50_64_allc2",40.814867763
"647","Johns Hopkins Hospital (MDJH)","MDJH","TX1",21287,"age_65_69_allc2",14.438884918
"648","Johns Hopkins Hospital (MDJH)","MDJH","TX1",21287,"age_70_allc2",11.365260901
"649","Keck Hospital of USC (CAUH)","CAUH","TX1",90033,"age_2_11_allc2",0
"650","Keck Hospital of USC (CAUH)","CAUH","TX1",90033,"age_12_17_allc2",0
"651","Keck Hospital of USC (CAUH)","CAUH","TX1",90033,"age_2_allc2",0
"652","Keck Hospital of USC (CAUH)","CAUH","TX1",90033,"age_18_34_allc2",13.923076923
"653","Keck Hospital of USC (CAUH)","CAUH","TX1",90033,"age_35_49_allc2",30.538461538
"654","Keck Hospital of USC (CAUH)","CAUH","TX1",90033,"age_50_64_allc2",41.076923077
"655","Keck Hospital of USC (CAUH)","CAUH","TX1",90033,"age_65_69_allc2",8.7692307692
"656","Keck Hospital of USC (CAUH)","CAUH","TX1",90033,"age_70_allc2",5.6923076923
"657","Lahey Clinic Medical Center (MALC)","MALC","TX1",1805,"age_2_11_allc2",0
"658","Lahey Clinic Medical Center (MALC)","MALC","TX1",1805,"age_12_17_allc2",0
"659","Lahey Clinic Medical Center (MALC)","MALC","TX1",1805,"age_2_allc2",0
"660","Lahey Clinic Medical Center (MALC)","MALC","TX1",1805,"age_18_34_allc2",4.7872340426
"661","Lahey Clinic Medical Center (MALC)","MALC","TX1",1805,"age_35_49_allc2",21.808510638
"662","Lahey Clinic Medical Center (MALC)","MALC","TX1",1805,"age_50_64_allc2",52.127659574
"663","Lahey Clinic Medical Center (MALC)","MALC","TX1",1805,"age_65_69_allc2",13.829787234
"664","Lahey Clinic Medical Center (MALC)","MALC","TX1",1805,"age_70_allc2",7.4468085106
"665","Largo Medical Center (FLLM)","FLLM","TX1",33770,"age_2_11_allc2",0
"666","Largo Medical Center (FLLM)","FLLM","TX1",33770,"age_12_17_allc2",0
"667","Largo Medical Center (FLLM)","FLLM","TX1",33770,"age_2_allc2",0
"668","Largo Medical Center (FLLM)","FLLM","TX1",33770,"age_18_34_allc2",11.320754717
"669","Largo Medical Center (FLLM)","FLLM","TX1",33770,"age_35_49_allc2",24.528301887
"670","Largo Medical Center (FLLM)","FLLM","TX1",33770,"age_50_64_allc2",45.283018868
"671","Largo Medical Center (FLLM)","FLLM","TX1",33770,"age_65_69_allc2",11.320754717
"672","Largo Medical Center (FLLM)","FLLM","TX1",33770,"age_70_allc2",7.5471698113
"673","Las Palmas Medical Center (TXLP)","TXLP","TX1",79902,"age_2_11_allc2",0
"674","Las Palmas Medical Center (TXLP)","TXLP","TX1",79902,"age_12_17_allc2",0
"675","Las Palmas Medical Center (TXLP)","TXLP","TX1",79902,"age_2_allc2",0
"676","Las Palmas Medical Center (TXLP)","TXLP","TX1",79902,"age_18_34_allc2",11.822660099
"677","Las Palmas Medical Center (TXLP)","TXLP","TX1",79902,"age_35_49_allc2",24.137931034
"678","Las Palmas Medical Center (TXLP)","TXLP","TX1",79902,"age_50_64_allc2",47.290640394
"679","Las Palmas Medical Center (TXLP)","TXLP","TX1",79902,"age_65_69_allc2",15.270935961
"680","Las Palmas Medical Center (TXLP)","TXLP","TX1",79902,"age_70_allc2",1.4778325123
"681","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1",38103,"age_2_11_allc2",50
"682","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1",38103,"age_12_17_allc2",50
"683","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1",38103,"age_2_allc2",0
"684","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1",38103,"age_18_34_allc2",0
"685","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1",38103,"age_35_49_allc2",0
"686","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1",38103,"age_50_64_allc2",0
"687","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1",38103,"age_65_69_allc2",0
"688","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1",38103,"age_70_allc2",0
"689","Legacy Good Samaritan Hospital and Medical Center (ORGS)","ORGS","TX1",97210,"age_2_11_allc2",0
"690","Legacy Good Samaritan Hospital and Medical Center (ORGS)","ORGS","TX1",97210,"age_12_17_allc2",0
"691","Legacy Good Samaritan Hospital and Medical Center (ORGS)","ORGS","TX1",97210,"age_2_allc2",0
"692","Legacy Good Samaritan Hospital and Medical Center (ORGS)","ORGS","TX1",97210,"age_18_34_allc2",13.454545455
"693","Legacy Good Samaritan Hospital and Medical Center (ORGS)","ORGS","TX1",97210,"age_35_49_allc2",20
"694","Legacy Good Samaritan Hospital and Medical Center (ORGS)","ORGS","TX1",97210,"age_50_64_allc2",41.454545455
"695","Legacy Good Samaritan Hospital and Medical Center (ORGS)","ORGS","TX1",97210,"age_65_69_allc2",14.909090909
"696","Legacy Good Samaritan Hospital and Medical Center (ORGS)","ORGS","TX1",97210,"age_70_allc2",10.181818182
"697","Lehigh Valley Hospital (PALV)","PALV","TX1",18105,"age_2_11_allc2",0
"698","Lehigh Valley Hospital (PALV)","PALV","TX1",18105,"age_12_17_allc2",0
"699","Lehigh Valley Hospital (PALV)","PALV","TX1",18105,"age_2_allc2",0
"700","Lehigh Valley Hospital (PALV)","PALV","TX1",18105,"age_18_34_allc2",7.4324324324
"701","Lehigh Valley Hospital (PALV)","PALV","TX1",18105,"age_35_49_allc2",25.337837838
"702","Lehigh Valley Hospital (PALV)","PALV","TX1",18105,"age_50_64_allc2",41.891891892
"703","Lehigh Valley Hospital (PALV)","PALV","TX1",18105,"age_65_69_allc2",12.837837838
"704","Lehigh Valley Hospital (PALV)","PALV","TX1",18105,"age_70_allc2",12.5
"705","Loma Linda University Medical Center (CALL)","CALL","TX1",92354,"age_2_11_allc2",0.9651076466
"706","Loma Linda University Medical Center (CALL)","CALL","TX1",92354,"age_12_17_allc2",1.1135857461
"707","Loma Linda University Medical Center (CALL)","CALL","TX1",92354,"age_2_allc2",0.0742390497
"708","Loma Linda University Medical Center (CALL)","CALL","TX1",92354,"age_18_34_allc2",14.699331849
"709","Loma Linda University Medical Center (CALL)","CALL","TX1",92354,"age_35_49_allc2",30.734966592
"710","Loma Linda University Medical Center (CALL)","CALL","TX1",92354,"age_50_64_allc2",40.608760208
"711","Loma Linda University Medical Center (CALL)","CALL","TX1",92354,"age_65_69_allc2",9.8737936154
"712","Loma Linda University Medical Center (CALL)","CALL","TX1",92354,"age_70_allc2",1.9302152932
"713","Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC)","NYCC","TX1",11040,"age_2_11_allc2",31.25
"714","Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC)","NYCC","TX1",11040,"age_12_17_allc2",68.75
"715","Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC)","NYCC","TX1",11040,"age_2_allc2",0
"716","Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC)","NYCC","TX1",11040,"age_18_34_allc2",0
"717","Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC)","NYCC","TX1",11040,"age_35_49_allc2",0
"718","Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC)","NYCC","TX1",11040,"age_50_64_allc2",0
"719","Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC)","NYCC","TX1",11040,"age_65_69_allc2",0
"720","Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC)","NYCC","TX1",11040,"age_70_allc2",0
"721","Loyola University Medical Center (ILLU)","ILLU","TX1",60153,"age_2_11_allc2",0
"722","Loyola University Medical Center (ILLU)","ILLU","TX1",60153,"age_12_17_allc2",0
"723","Loyola University Medical Center (ILLU)","ILLU","TX1",60153,"age_2_allc2",0
"724","Loyola University Medical Center (ILLU)","ILLU","TX1",60153,"age_18_34_allc2",11.692307692
"725","Loyola University Medical Center (ILLU)","ILLU","TX1",60153,"age_35_49_allc2",28.923076923
"726","Loyola University Medical Center (ILLU)","ILLU","TX1",60153,"age_50_64_allc2",44
"727","Loyola University Medical Center (ILLU)","ILLU","TX1",60153,"age_65_69_allc2",14.461538462
"728","Loyola University Medical Center (ILLU)","ILLU","TX1",60153,"age_70_allc2",0.9230769231
"729","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1",94304,"age_2_11_allc2",47.154471545
"730","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1",94304,"age_12_17_allc2",43.902439024
"731","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1",94304,"age_2_allc2",8.9430894309
"732","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1",94304,"age_18_34_allc2",0
"733","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1",94304,"age_35_49_allc2",0
"734","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1",94304,"age_50_64_allc2",0
"735","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1",94304,"age_65_69_allc2",0
"736","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1",94304,"age_70_allc2",0
"737","Lutheran Hospital of Fort Wayne (INLH)","INLH","TX1",46804,"age_2_11_allc2",0
"738","Lutheran Hospital of Fort Wayne (INLH)","INLH","TX1",46804,"age_12_17_allc2",0
"739","Lutheran Hospital of Fort Wayne (INLH)","INLH","TX1",46804,"age_2_allc2",0
"740","Lutheran Hospital of Fort Wayne (INLH)","INLH","TX1",46804,"age_18_34_allc2",15.151515152
"741","Lutheran Hospital of Fort Wayne (INLH)","INLH","TX1",46804,"age_35_49_allc2",22.727272727
"742","Lutheran Hospital of Fort Wayne (INLH)","INLH","TX1",46804,"age_50_64_allc2",43.939393939
"743","Lutheran Hospital of Fort Wayne (INLH)","INLH","TX1",46804,"age_65_69_allc2",10.606060606
"744","Lutheran Hospital of Fort Wayne (INLH)","INLH","TX1",46804,"age_70_allc2",7.5757575758
"745","Maine Medical Center (MEMC)","MEMC","TX1",4102,"age_2_11_allc2",0
"746","Maine Medical Center (MEMC)","MEMC","TX1",4102,"age_12_17_allc2",0.8
"747","Maine Medical Center (MEMC)","MEMC","TX1",4102,"age_2_allc2",0
"748","Maine Medical Center (MEMC)","MEMC","TX1",4102,"age_18_34_allc2",9.6
"749","Maine Medical Center (MEMC)","MEMC","TX1",4102,"age_35_49_allc2",22.4
"750","Maine Medical Center (MEMC)","MEMC","TX1",4102,"age_50_64_allc2",43.2
"751","Maine Medical Center (MEMC)","MEMC","TX1",4102,"age_65_69_allc2",16.8
"752","Maine Medical Center (MEMC)","MEMC","TX1",4102,"age_70_allc2",7.2
"753","Mary Hitchcock Memorial Hospital (NHDH)","NHDH","TX1",3756,"age_2_11_allc2",0
"754","Mary Hitchcock Memorial Hospital (NHDH)","NHDH","TX1",3756,"age_12_17_allc2",4.9382716049
"755","Mary Hitchcock Memorial Hospital (NHDH)","NHDH","TX1",3756,"age_2_allc2",0
"756","Mary Hitchcock Memorial Hospital (NHDH)","NHDH","TX1",3756,"age_18_34_allc2",16.049382716
"757","Mary Hitchcock Memorial Hospital (NHDH)","NHDH","TX1",3756,"age_35_49_allc2",18.518518519
"758","Mary Hitchcock Memorial Hospital (NHDH)","NHDH","TX1",3756,"age_50_64_allc2",41.975308642
"759","Mary Hitchcock Memorial Hospital (NHDH)","NHDH","TX1",3756,"age_65_69_allc2",12.345679012
"760","Mary Hitchcock Memorial Hospital (NHDH)","NHDH","TX1",3756,"age_70_allc2",6.1728395062
"761","Massachusetts General Hospital (MAMG)","MAMG","TX1",2114,"age_2_11_allc2",0.1808318264
"762","Massachusetts General Hospital (MAMG)","MAMG","TX1",2114,"age_12_17_allc2",0.3616636528
"763","Massachusetts General Hospital (MAMG)","MAMG","TX1",2114,"age_2_allc2",0
"764","Massachusetts General Hospital (MAMG)","MAMG","TX1",2114,"age_18_34_allc2",8.3182640145
"765","Massachusetts General Hospital (MAMG)","MAMG","TX1",2114,"age_35_49_allc2",19.981916817
"766","Massachusetts General Hospital (MAMG)","MAMG","TX1",2114,"age_50_64_allc2",42.405063291
"767","Massachusetts General Hospital (MAMG)","MAMG","TX1",2114,"age_65_69_allc2",15.099457505
"768","Massachusetts General Hospital (MAMG)","MAMG","TX1",2114,"age_70_allc2",13.652802893
"769","Mayo Clinic Florida (FLSL)","FLSL","TX1",32224,"age_2_11_allc2",0
"770","Mayo Clinic Florida (FLSL)","FLSL","TX1",32224,"age_12_17_allc2",0
"771","Mayo Clinic Florida (FLSL)","FLSL","TX1",32224,"age_2_allc2",0
"772","Mayo Clinic Florida (FLSL)","FLSL","TX1",32224,"age_18_34_allc2",8.6956521739
"773","Mayo Clinic Florida (FLSL)","FLSL","TX1",32224,"age_35_49_allc2",24.275362319
"774","Mayo Clinic Florida (FLSL)","FLSL","TX1",32224,"age_50_64_allc2",40.942028986
"775","Mayo Clinic Florida (FLSL)","FLSL","TX1",32224,"age_65_69_allc2",14.975845411
"776","Mayo Clinic Florida (FLSL)","FLSL","TX1",32224,"age_70_allc2",11.111111111
"777","Mayo Clinic Hospital (AZMC)","AZMC","TX1",85054,"age_2_11_allc2",0
"778","Mayo Clinic Hospital (AZMC)","AZMC","TX1",85054,"age_12_17_allc2",0
"779","Mayo Clinic Hospital (AZMC)","AZMC","TX1",85054,"age_2_allc2",0
"780","Mayo Clinic Hospital (AZMC)","AZMC","TX1",85054,"age_18_34_allc2",7.3081607795
"781","Mayo Clinic Hospital (AZMC)","AZMC","TX1",85054,"age_35_49_allc2",22.289890378
"782","Mayo Clinic Hospital (AZMC)","AZMC","TX1",85054,"age_50_64_allc2",41.291108404
"783","Mayo Clinic Hospital (AZMC)","AZMC","TX1",85054,"age_65_69_allc2",14.616321559
"784","Mayo Clinic Hospital (AZMC)","AZMC","TX1",85054,"age_70_allc2",14.494518879
"785","Medical City Dallas Hospital (TXHD)","TXHD","TX1",75230,"age_2_11_allc2",0.3636363636
"786","Medical City Dallas Hospital (TXHD)","TXHD","TX1",75230,"age_12_17_allc2",0.7272727273
"787","Medical City Dallas Hospital (TXHD)","TXHD","TX1",75230,"age_2_allc2",0
"788","Medical City Dallas Hospital (TXHD)","TXHD","TX1",75230,"age_18_34_allc2",10.909090909
"789","Medical City Dallas Hospital (TXHD)","TXHD","TX1",75230,"age_35_49_allc2",28
"790","Medical City Dallas Hospital (TXHD)","TXHD","TX1",75230,"age_50_64_allc2",46.909090909
"791","Medical City Dallas Hospital (TXHD)","TXHD","TX1",75230,"age_65_69_allc2",10.545454545
"792","Medical City Dallas Hospital (TXHD)","TXHD","TX1",75230,"age_70_allc2",2.5454545455
"793","Medical City Fort Worth (TXPL)","TXPL","TX1",76104,"age_2_11_allc2",0
"794","Medical City Fort Worth (TXPL)","TXPL","TX1",76104,"age_12_17_allc2",0
"795","Medical City Fort Worth (TXPL)","TXPL","TX1",76104,"age_2_allc2",0
"796","Medical City Fort Worth (TXPL)","TXPL","TX1",76104,"age_18_34_allc2",9.9447513812
"797","Medical City Fort Worth (TXPL)","TXPL","TX1",76104,"age_35_49_allc2",32.044198895
"798","Medical City Fort Worth (TXPL)","TXPL","TX1",76104,"age_50_64_allc2",45.303867403
"799","Medical City Fort Worth (TXPL)","TXPL","TX1",76104,"age_65_69_allc2",6.0773480663
"800","Medical City Fort Worth (TXPL)","TXPL","TX1",76104,"age_70_allc2",6.6298342541
"801","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1",23219,"age_2_11_allc2",1.8556701031
"802","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1",23219,"age_12_17_allc2",3.2989690722
"803","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1",23219,"age_2_allc2",0.206185567
"804","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1",23219,"age_18_34_allc2",10.103092784
"805","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1",23219,"age_35_49_allc2",32.371134021
"806","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1",23219,"age_50_64_allc2",37.731958763
"807","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1",23219,"age_65_69_allc2",10.721649485
"808","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1",23219,"age_70_allc2",3.7113402062
"809","Medical University of South Carolina (SCMU)","SCMU","TX1",29425,"age_2_11_allc2",0.6993006993
"810","Medical University of South Carolina (SCMU)","SCMU","TX1",29425,"age_12_17_allc2",0.2997002997
"811","Medical University of South Carolina (SCMU)","SCMU","TX1",29425,"age_2_allc2",0
"812","Medical University of South Carolina (SCMU)","SCMU","TX1",29425,"age_18_34_allc2",10.989010989
"813","Medical University of South Carolina (SCMU)","SCMU","TX1",29425,"age_35_49_allc2",27.572427572
"814","Medical University of South Carolina (SCMU)","SCMU","TX1",29425,"age_50_64_allc2",42.457542458
"815","Medical University of South Carolina (SCMU)","SCMU","TX1",29425,"age_65_69_allc2",12.187812188
"816","Medical University of South Carolina (SCMU)","SCMU","TX1",29425,"age_70_allc2",5.7942057942
"817","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1",77030,"age_2_11_allc2",1.0869565217
"818","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1",77030,"age_12_17_allc2",1.0869565217
"819","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1",77030,"age_2_allc2",0
"820","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1",77030,"age_18_34_allc2",16.304347826
"821","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1",77030,"age_35_49_allc2",29.710144928
"822","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1",77030,"age_50_64_allc2",41.666666667
"823","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1",77030,"age_65_69_allc2",9.0579710145
"824","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1",77030,"age_70_allc2",1.0869565217
"825","Memorial Medical Center (ILMM)","ILMM","TX1",62781,"age_2_11_allc2",0
"826","Memorial Medical Center (ILMM)","ILMM","TX1",62781,"age_12_17_allc2",0
"827","Memorial Medical Center (ILMM)","ILMM","TX1",62781,"age_2_allc2",0
"828","Memorial Medical Center (ILMM)","ILMM","TX1",62781,"age_18_34_allc2",7.8431372549
"829","Memorial Medical Center (ILMM)","ILMM","TX1",62781,"age_35_49_allc2",25.490196078
"830","Memorial Medical Center (ILMM)","ILMM","TX1",62781,"age_50_64_allc2",53.921568627
"831","Memorial Medical Center (ILMM)","ILMM","TX1",62781,"age_65_69_allc2",7.8431372549
"832","Memorial Medical Center (ILMM)","ILMM","TX1",62781,"age_70_allc2",4.9019607843
"833","Memorial Regional Hospital (FLMR)","FLMR","TX1",33021,"age_2_11_allc2",0.9708737864
"834","Memorial Regional Hospital (FLMR)","FLMR","TX1",33021,"age_12_17_allc2",0
"835","Memorial Regional Hospital (FLMR)","FLMR","TX1",33021,"age_2_allc2",0
"836","Memorial Regional Hospital (FLMR)","FLMR","TX1",33021,"age_18_34_allc2",12.621359223
"837","Memorial Regional Hospital (FLMR)","FLMR","TX1",33021,"age_35_49_allc2",36.893203883
"838","Memorial Regional Hospital (FLMR)","FLMR","TX1",33021,"age_50_64_allc2",38.834951456
"839","Memorial Regional Hospital (FLMR)","FLMR","TX1",33021,"age_65_69_allc2",7.7669902913
"840","Memorial Regional Hospital (FLMR)","FLMR","TX1",33021,"age_70_allc2",2.9126213592
"841","Mercy Health Saint Marys (MISM","MISM","TX1",49503,"age_2_11_allc2",0
"842","Mercy Health Saint Marys (MISM","MISM","TX1",49503,"age_12_17_allc2",0
"843","Mercy Health Saint Marys (MISM","MISM","TX1",49503,"age_2_allc2",0
"844","Mercy Health Saint Marys (MISM","MISM","TX1",49503,"age_18_34_allc2",6.1488673139
"845","Mercy Health Saint Marys (MISM","MISM","TX1",49503,"age_35_49_allc2",19.741100324
"846","Mercy Health Saint Marys (MISM","MISM","TX1",49503,"age_50_64_allc2",43.365695793
"847","Mercy Health Saint Marys (MISM","MISM","TX1",49503,"age_65_69_allc2",18.446601942
"848","Mercy Health Saint Marys (MISM","MISM","TX1",49503,"age_70_allc2",12.297734628
