"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","race_category","race_category_percent"
"2890",490,"Swedish Medical Center (WASM)","WASM","TX1","Kidney-Pancreas",98122,"White or Caucasian",58.823529412
"2891",491,"Swedish Medical Center (WASM)","WASM","TX1","Kidney-Pancreas",98122,"Other",0
"2892",492,"Swedish Medical Center (WASM)","WASM","TX1","Kidney-Pancreas",98122,"Unknown",0
"2893",493,"Tampa General Hospital (FLTG)","FLTG","TX1","Kidney-Pancreas",33606,"Asian or Pacific Islander",0
"2894",494,"Tampa General Hospital (FLTG)","FLTG","TX1","Kidney-Pancreas",33606,"Black or African American",13.333333333
"2895",495,"Tampa General Hospital (FLTG)","FLTG","TX1","Kidney-Pancreas",33606,"Hispanic or Latinx",26.666666667
"2896",496,"Tampa General Hospital (FLTG)","FLTG","TX1","Kidney-Pancreas",33606,"White or Caucasian",60
"2897",497,"Tampa General Hospital (FLTG)","FLTG","TX1","Kidney-Pancreas",33606,"Other",0
"2898",498,"Tampa General Hospital (FLTG)","FLTG","TX1","Kidney-Pancreas",33606,"Unknown",0
"2899",499,"Temple University Hospital (PATU)","PATU","TX1","Kidney-Pancreas",19140,"Asian or Pacific Islander",0
"2900",500,"Temple University Hospital (PATU)","PATU","TX1","Kidney-Pancreas",19140,"Black or African American",52.380952381
"2901",501,"Temple University Hospital (PATU)","PATU","TX1","Kidney-Pancreas",19140,"Hispanic or Latinx",19.047619048
"2902",502,"Temple University Hospital (PATU)","PATU","TX1","Kidney-Pancreas",19140,"White or Caucasian",23.80952381
"2903",503,"Temple University Hospital (PATU)","PATU","TX1","Kidney-Pancreas",19140,"Other",4.7619047619
"2904",504,"Temple University Hospital (PATU)","PATU","TX1","Kidney-Pancreas",19140,"Unknown",0
"2905",505,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Kidney-Pancreas",44195,"Asian or Pacific Islander",0
"2906",506,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Kidney-Pancreas",44195,"Black or African American",18.181818182
"2907",507,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Kidney-Pancreas",44195,"Hispanic or Latinx",9.0909090909
"2908",508,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Kidney-Pancreas",44195,"White or Caucasian",72.727272727
"2909",509,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Kidney-Pancreas",44195,"Other",0
"2910",510,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Kidney-Pancreas",44195,"Unknown",0
"2911",511,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Kidney-Pancreas",68198,"Asian or Pacific Islander",0
"2912",512,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Kidney-Pancreas",68198,"Black or African American",50
"2913",513,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Kidney-Pancreas",68198,"Hispanic or Latinx",0
"2914",514,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Kidney-Pancreas",68198,"White or Caucasian",50
"2915",515,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Kidney-Pancreas",68198,"Other",0
"2916",516,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Kidney-Pancreas",68198,"Unknown",0
"2917",517,"The Queen's Medical Center (HIQM)","HIQM","TX1","Kidney-Pancreas",96813,"Asian or Pacific Islander",NA
"2918",518,"The Queen's Medical Center (HIQM)","HIQM","TX1","Kidney-Pancreas",96813,"Black or African American",NA
"2919",519,"The Queen's Medical Center (HIQM)","HIQM","TX1","Kidney-Pancreas",96813,"Hispanic or Latinx",NA
"2920",520,"The Queen's Medical Center (HIQM)","HIQM","TX1","Kidney-Pancreas",96813,"White or Caucasian",NA
"2921",521,"The Queen's Medical Center (HIQM)","HIQM","TX1","Kidney-Pancreas",96813,"Other",NA
"2922",522,"The Queen's Medical Center (HIQM)","HIQM","TX1","Kidney-Pancreas",96813,"Unknown",NA
"2923",523,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Kidney-Pancreas",19107,"Asian or Pacific Islander",0
"2924",524,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Kidney-Pancreas",19107,"Black or African American",41.666666667
"2925",525,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Kidney-Pancreas",19107,"Hispanic or Latinx",16.666666667
"2926",526,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Kidney-Pancreas",19107,"White or Caucasian",41.666666667
"2927",527,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Kidney-Pancreas",19107,"Other",0
"2928",528,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Kidney-Pancreas",19107,"Unknown",0
"2929",529,"Tulane Medical Center (LATU)","LATU","TX1","Kidney-Pancreas",70112,"Asian or Pacific Islander",9.0909090909
"2930",530,"Tulane Medical Center (LATU)","LATU","TX1","Kidney-Pancreas",70112,"Black or African American",81.818181818
"2931",531,"Tulane Medical Center (LATU)","LATU","TX1","Kidney-Pancreas",70112,"Hispanic or Latinx",0
"2932",532,"Tulane Medical Center (LATU)","LATU","TX1","Kidney-Pancreas",70112,"White or Caucasian",9.0909090909
"2933",533,"Tulane Medical Center (LATU)","LATU","TX1","Kidney-Pancreas",70112,"Other",0
"2934",534,"Tulane Medical Center (LATU)","LATU","TX1","Kidney-Pancreas",70112,"Unknown",0
"2935",535,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Kidney-Pancreas",32608,"Asian or Pacific Islander",0
"2936",536,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Kidney-Pancreas",32608,"Black or African American",80
"2937",537,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Kidney-Pancreas",32608,"Hispanic or Latinx",0
"2938",538,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Kidney-Pancreas",32608,"White or Caucasian",20
"2939",539,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Kidney-Pancreas",32608,"Other",0
"2940",540,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Kidney-Pancreas",32608,"Unknown",0
"2941",541,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Kidney-Pancreas",1655,"Asian or Pacific Islander",0
"2942",542,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Kidney-Pancreas",1655,"Black or African American",0
"2943",543,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Kidney-Pancreas",1655,"Hispanic or Latinx",25
"2944",544,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Kidney-Pancreas",1655,"White or Caucasian",75
"2945",545,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Kidney-Pancreas",1655,"Other",0
"2946",546,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Kidney-Pancreas",1655,"Unknown",0
"2947",547,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Kidney-Pancreas",44106,"Asian or Pacific Islander",0
"2948",548,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Kidney-Pancreas",44106,"Black or African American",22.222222222
"2949",549,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Kidney-Pancreas",44106,"Hispanic or Latinx",0
"2950",550,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Kidney-Pancreas",44106,"White or Caucasian",77.777777778
"2951",551,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Kidney-Pancreas",44106,"Other",0
"2952",552,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Kidney-Pancreas",44106,"Unknown",0
"2953",553,"University of Alabama Hospital (ALUA)","ALUA","TX1","Kidney-Pancreas",35233,"Asian or Pacific Islander",0
"2954",554,"University of Alabama Hospital (ALUA)","ALUA","TX1","Kidney-Pancreas",35233,"Black or African American",33.333333333
"2955",555,"University of Alabama Hospital (ALUA)","ALUA","TX1","Kidney-Pancreas",35233,"Hispanic or Latinx",0
"2956",556,"University of Alabama Hospital (ALUA)","ALUA","TX1","Kidney-Pancreas",35233,"White or Caucasian",66.666666667
"2957",557,"University of Alabama Hospital (ALUA)","ALUA","TX1","Kidney-Pancreas",35233,"Other",0
"2958",558,"University of Alabama Hospital (ALUA)","ALUA","TX1","Kidney-Pancreas",35233,"Unknown",0
"2959",559,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Kidney-Pancreas",90095,"Asian or Pacific Islander",9.0909090909
"2960",560,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Kidney-Pancreas",90095,"Black or African American",18.181818182
"2961",561,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Kidney-Pancreas",90095,"Hispanic or Latinx",27.272727273
"2962",562,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Kidney-Pancreas",90095,"White or Caucasian",45.454545455
"2963",563,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Kidney-Pancreas",90095,"Other",0
"2964",564,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Kidney-Pancreas",90095,"Unknown",0
"2965",565,"University of California Davis Medical Center (CASM)","CASM","TX1","Kidney-Pancreas",95817,"Asian or Pacific Islander",0
"2966",566,"University of California Davis Medical Center (CASM)","CASM","TX1","Kidney-Pancreas",95817,"Black or African American",33.333333333
"2967",567,"University of California Davis Medical Center (CASM)","CASM","TX1","Kidney-Pancreas",95817,"Hispanic or Latinx",33.333333333
"2968",568,"University of California Davis Medical Center (CASM)","CASM","TX1","Kidney-Pancreas",95817,"White or Caucasian",33.333333333
"2969",569,"University of California Davis Medical Center (CASM)","CASM","TX1","Kidney-Pancreas",95817,"Other",0
"2970",570,"University of California Davis Medical Center (CASM)","CASM","TX1","Kidney-Pancreas",95817,"Unknown",0
"2971",571,"University of California Irvine Medical Center (CAIM)","CAIM","TX1","Kidney-Pancreas",92868,"Asian or Pacific Islander",0
"2972",572,"University of California Irvine Medical Center (CAIM)","CAIM","TX1","Kidney-Pancreas",92868,"Black or African American",11.111111111
"2973",573,"University of California Irvine Medical Center (CAIM)","CAIM","TX1","Kidney-Pancreas",92868,"Hispanic or Latinx",55.555555556
"2974",574,"University of California Irvine Medical Center (CAIM)","CAIM","TX1","Kidney-Pancreas",92868,"White or Caucasian",33.333333333
"2975",575,"University of California Irvine Medical Center (CAIM)","CAIM","TX1","Kidney-Pancreas",92868,"Other",0
"2976",576,"University of California Irvine Medical Center (CAIM)","CAIM","TX1","Kidney-Pancreas",92868,"Unknown",0
"2977",577,"University of California San Diego Medical Center (CASD)","CASD","TX1","Kidney-Pancreas",92037,"Asian or Pacific Islander",0
"2978",578,"University of California San Diego Medical Center (CASD)","CASD","TX1","Kidney-Pancreas",92037,"Black or African American",0
"2979",579,"University of California San Diego Medical Center (CASD)","CASD","TX1","Kidney-Pancreas",92037,"Hispanic or Latinx",50
"2980",580,"University of California San Diego Medical Center (CASD)","CASD","TX1","Kidney-Pancreas",92037,"White or Caucasian",25
"2981",581,"University of California San Diego Medical Center (CASD)","CASD","TX1","Kidney-Pancreas",92037,"Other",25
"2982",582,"University of California San Diego Medical Center (CASD)","CASD","TX1","Kidney-Pancreas",92037,"Unknown",0
"2983",583,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Kidney-Pancreas",94118,"Asian or Pacific Islander",12.359550562
"2984",584,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Kidney-Pancreas",94118,"Black or African American",19.101123596
"2985",585,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Kidney-Pancreas",94118,"Hispanic or Latinx",29.213483146
"2986",586,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Kidney-Pancreas",94118,"White or Caucasian",34.831460674
"2987",587,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Kidney-Pancreas",94118,"Other",4.4943820225
"2988",588,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Kidney-Pancreas",94118,"Unknown",0
"2989",589,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Kidney-Pancreas",60637,"Asian or Pacific Islander",0
"2990",590,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Kidney-Pancreas",60637,"Black or African American",44.444444444
"2991",591,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Kidney-Pancreas",60637,"Hispanic or Latinx",11.111111111
"2992",592,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Kidney-Pancreas",60637,"White or Caucasian",44.444444444
"2993",593,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Kidney-Pancreas",60637,"Other",0
"2994",594,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Kidney-Pancreas",60637,"Unknown",0
"2995",595,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Kidney-Pancreas",45229,"Asian or Pacific Islander",0
"2996",596,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Kidney-Pancreas",45229,"Black or African American",25
"2997",597,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Kidney-Pancreas",45229,"Hispanic or Latinx",0
"2998",598,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Kidney-Pancreas",45229,"White or Caucasian",75
"2999",599,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Kidney-Pancreas",45229,"Other",0
"3000",600,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Kidney-Pancreas",45229,"Unknown",0
"3001",601,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Kidney-Pancreas",80045,"Asian or Pacific Islander",0
"3002",602,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Kidney-Pancreas",80045,"Black or African American",0
"3003",603,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Kidney-Pancreas",80045,"Hispanic or Latinx",11.764705882
"3004",604,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Kidney-Pancreas",80045,"White or Caucasian",82.352941176
"3005",605,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Kidney-Pancreas",80045,"Other",5.8823529412
"3006",606,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Kidney-Pancreas",80045,"Unknown",0
"3007",607,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Kidney-Pancreas",60612,"Asian or Pacific Islander",0
"3008",608,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Kidney-Pancreas",60612,"Black or African American",38.888888889
"3009",609,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Kidney-Pancreas",60612,"Hispanic or Latinx",38.888888889
"3010",610,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Kidney-Pancreas",60612,"White or Caucasian",22.222222222
"3011",611,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Kidney-Pancreas",60612,"Other",0
"3012",612,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Kidney-Pancreas",60612,"Unknown",0
"3013",613,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Kidney-Pancreas",52242,"Asian or Pacific Islander",0
"3014",614,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Kidney-Pancreas",52242,"Black or African American",0
"3015",615,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Kidney-Pancreas",52242,"Hispanic or Latinx",0
"3016",616,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Kidney-Pancreas",52242,"White or Caucasian",100
"3017",617,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Kidney-Pancreas",52242,"Other",0
"3018",618,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Kidney-Pancreas",52242,"Unknown",0
"3019",619,"University of Kansas Hospital (KSUK)","KSUK","TX1","Kidney-Pancreas",66103,"Asian or Pacific Islander",0
"3020",620,"University of Kansas Hospital (KSUK)","KSUK","TX1","Kidney-Pancreas",66103,"Black or African American",0
"3021",621,"University of Kansas Hospital (KSUK)","KSUK","TX1","Kidney-Pancreas",66103,"Hispanic or Latinx",0
"3022",622,"University of Kansas Hospital (KSUK)","KSUK","TX1","Kidney-Pancreas",66103,"White or Caucasian",100
"3023",623,"University of Kansas Hospital (KSUK)","KSUK","TX1","Kidney-Pancreas",66103,"Other",0
"3024",624,"University of Kansas Hospital (KSUK)","KSUK","TX1","Kidney-Pancreas",66103,"Unknown",0
"3025",625,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Kidney-Pancreas",40536,"Asian or Pacific Islander",0
"3026",626,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Kidney-Pancreas",40536,"Black or African American",0
"3027",627,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Kidney-Pancreas",40536,"Hispanic or Latinx",0
"3028",628,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Kidney-Pancreas",40536,"White or Caucasian",100
"3029",629,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Kidney-Pancreas",40536,"Other",0
"3030",630,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Kidney-Pancreas",40536,"Unknown",0
"3031",631,"University of Maryland Medical System (MDUM)","MDUM","TX1","Kidney-Pancreas",21201,"Asian or Pacific Islander",14.285714286
"3032",632,"University of Maryland Medical System (MDUM)","MDUM","TX1","Kidney-Pancreas",21201,"Black or African American",42.857142857
"3033",633,"University of Maryland Medical System (MDUM)","MDUM","TX1","Kidney-Pancreas",21201,"Hispanic or Latinx",7.1428571429
"3034",634,"University of Maryland Medical System (MDUM)","MDUM","TX1","Kidney-Pancreas",21201,"White or Caucasian",35.714285714
"3035",635,"University of Maryland Medical System (MDUM)","MDUM","TX1","Kidney-Pancreas",21201,"Other",0
"3036",636,"University of Maryland Medical System (MDUM)","MDUM","TX1","Kidney-Pancreas",21201,"Unknown",0
"3037",637,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Kidney-Pancreas",48109,"Asian or Pacific Islander",0
"3038",638,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Kidney-Pancreas",48109,"Black or African American",17.647058824
"3039",639,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Kidney-Pancreas",48109,"Hispanic or Latinx",5.8823529412
"3040",640,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Kidney-Pancreas",48109,"White or Caucasian",76.470588235
"3041",641,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Kidney-Pancreas",48109,"Other",0
"3042",642,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Kidney-Pancreas",48109,"Unknown",0
"3043",643,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Kidney-Pancreas",55454,"Asian or Pacific Islander",5.8823529412
"3044",644,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Kidney-Pancreas",55454,"Black or African American",12.605042017
"3045",645,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Kidney-Pancreas",55454,"Hispanic or Latinx",4.2016806723
"3046",646,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Kidney-Pancreas",55454,"White or Caucasian",73.949579832
"3047",647,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Kidney-Pancreas",55454,"Other",3.3613445378
"3048",648,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Kidney-Pancreas",55454,"Unknown",0
"3049",649,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Kidney-Pancreas",39216,"Asian or Pacific Islander",0
"3050",650,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Kidney-Pancreas",39216,"Black or African American",75
"3051",651,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Kidney-Pancreas",39216,"Hispanic or Latinx",0
"3052",652,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Kidney-Pancreas",39216,"White or Caucasian",25
"3053",653,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Kidney-Pancreas",39216,"Other",0
"3054",654,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Kidney-Pancreas",39216,"Unknown",0
"3055",655,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Kidney-Pancreas",27514,"Asian or Pacific Islander",0
"3056",656,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Kidney-Pancreas",27514,"Black or African American",28.571428571
"3057",657,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Kidney-Pancreas",27514,"Hispanic or Latinx",7.1428571429
"3058",658,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Kidney-Pancreas",27514,"White or Caucasian",57.142857143
"3059",659,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Kidney-Pancreas",27514,"Other",7.1428571429
"3060",660,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Kidney-Pancreas",27514,"Unknown",0
"3061",661,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Kidney-Pancreas",15213,"Asian or Pacific Islander",0
"3062",662,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Kidney-Pancreas",15213,"Black or African American",0
"3063",663,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Kidney-Pancreas",15213,"Hispanic or Latinx",0
"3064",664,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Kidney-Pancreas",15213,"White or Caucasian",100
"3065",665,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Kidney-Pancreas",15213,"Other",0
"3066",666,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Kidney-Pancreas",15213,"Unknown",0
"3067",667,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Kidney-Pancreas",77555,"Asian or Pacific Islander",0
"3068",668,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Kidney-Pancreas",77555,"Black or African American",23.529411765
"3069",669,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Kidney-Pancreas",77555,"Hispanic or Latinx",52.941176471
"3070",670,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Kidney-Pancreas",77555,"White or Caucasian",23.529411765
"3071",671,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Kidney-Pancreas",77555,"Other",0
"3072",672,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Kidney-Pancreas",77555,"Unknown",0
"3073",673,"University of Utah Medical Center (UTMC)","UTMC","TX1","Kidney-Pancreas",84132,"Asian or Pacific Islander",8.3333333333
"3074",674,"University of Utah Medical Center (UTMC)","UTMC","TX1","Kidney-Pancreas",84132,"Black or African American",0
"3075",675,"University of Utah Medical Center (UTMC)","UTMC","TX1","Kidney-Pancreas",84132,"Hispanic or Latinx",8.3333333333
"3076",676,"University of Utah Medical Center (UTMC)","UTMC","TX1","Kidney-Pancreas",84132,"White or Caucasian",83.333333333
"3077",677,"University of Utah Medical Center (UTMC)","UTMC","TX1","Kidney-Pancreas",84132,"Other",0
"3078",678,"University of Utah Medical Center (UTMC)","UTMC","TX1","Kidney-Pancreas",84132,"Unknown",0
"3079",679,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Kidney-Pancreas",22908,"Asian or Pacific Islander",3.8461538462
"3080",680,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Kidney-Pancreas",22908,"Black or African American",23.076923077
"3081",681,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Kidney-Pancreas",22908,"Hispanic or Latinx",3.8461538462
"3082",682,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Kidney-Pancreas",22908,"White or Caucasian",69.230769231
"3083",683,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Kidney-Pancreas",22908,"Other",0
"3084",684,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Kidney-Pancreas",22908,"Unknown",0
"3085",685,"University of Washington Medical Center (WAUW)","WAUW","TX1","Kidney-Pancreas",98195,"Asian or Pacific Islander",5.8823529412
"3086",686,"University of Washington Medical Center (WAUW)","WAUW","TX1","Kidney-Pancreas",98195,"Black or African American",0
"3087",687,"University of Washington Medical Center (WAUW)","WAUW","TX1","Kidney-Pancreas",98195,"Hispanic or Latinx",0
"3088",688,"University of Washington Medical Center (WAUW)","WAUW","TX1","Kidney-Pancreas",98195,"White or Caucasian",88.235294118
"3089",689,"University of Washington Medical Center (WAUW)","WAUW","TX1","Kidney-Pancreas",98195,"Other",5.8823529412
"3090",690,"University of Washington Medical Center (WAUW)","WAUW","TX1","Kidney-Pancreas",98195,"Unknown",0
"3091",691,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Kidney-Pancreas",53792,"Asian or Pacific Islander",13.043478261
"3092",692,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Kidney-Pancreas",53792,"Black or African American",30.434782609
"3093",693,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Kidney-Pancreas",53792,"Hispanic or Latinx",4.347826087
"3094",694,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Kidney-Pancreas",53792,"White or Caucasian",52.173913043
"3095",695,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Kidney-Pancreas",53792,"Other",0
"3096",696,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Kidney-Pancreas",53792,"Unknown",0
"3097",697,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney-Pancreas",37232,"Asian or Pacific Islander",0
"3098",698,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney-Pancreas",37232,"Black or African American",55.555555556
"3099",699,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney-Pancreas",37232,"Hispanic or Latinx",0
"3100",700,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney-Pancreas",37232,"White or Caucasian",44.444444444
"3101",701,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney-Pancreas",37232,"Other",0
"3102",702,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney-Pancreas",37232,"Unknown",0
"3103",703,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney-Pancreas",27834,"Asian or Pacific Islander",0
"3104",704,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney-Pancreas",27834,"Black or African American",78.571428571
"3105",705,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney-Pancreas",27834,"Hispanic or Latinx",0
"3106",706,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney-Pancreas",27834,"White or Caucasian",21.428571429
"3107",707,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney-Pancreas",27834,"Other",0
"3108",708,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney-Pancreas",27834,"Unknown",0
"3109",709,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney-Pancreas",98111,"Asian or Pacific Islander",0
"3110",710,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney-Pancreas",98111,"Black or African American",6.25
"3111",711,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney-Pancreas",98111,"Hispanic or Latinx",6.25
"3112",712,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney-Pancreas",98111,"White or Caucasian",87.5
"3113",713,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney-Pancreas",98111,"Other",0
"3114",714,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney-Pancreas",98111,"Unknown",0
"3115",715,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney-Pancreas",27157,"Asian or Pacific Islander",3.125
"3116",716,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney-Pancreas",27157,"Black or African American",25
"3117",717,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney-Pancreas",27157,"Hispanic or Latinx",6.25
