"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","blood_type_category","blood_type_category_percent"
"2060",60,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney-Pancreas",75246,"Unknown",0
"2061",61,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"AB",6.8965517241
"2062",62,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"A",31.034482759
"2063",63,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"B",17.24137931
"2064",64,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"O",44.827586207
"2065",65,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"Unknown",0
"2066",66,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"AB",10
"2067",67,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"A",20
"2068",68,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"B",10
"2069",69,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"O",60
"2070",70,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"Unknown",0
"2071",71,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"AB",4
"2072",72,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"A",36
"2073",73,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"B",4
"2074",74,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"O",56
"2075",75,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"Unknown",0
"2076",76,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"AB",8.3333333333
"2077",77,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"A",25
"2078",78,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"B",25
"2079",79,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"O",41.666666667
"2080",80,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"Unknown",0
"2081",81,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"AB",0
"2082",82,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"A",42.857142857
"2083",83,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"B",14.285714286
"2084",84,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"O",42.857142857
"2085",85,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"Unknown",0
"2086",86,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"AB",0
"2087",87,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"A",0
"2088",88,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"B",0
"2089",89,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"O",100
"2090",90,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"Unknown",0
"2091",91,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"AB",0
"2092",92,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"A",25
"2093",93,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"B",50
"2094",94,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"O",25
"2095",95,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"Unknown",0
"2096",96,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"AB",0
"2097",97,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"A",16.666666667
"2098",98,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"B",16.666666667
"2099",99,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"O",66.666666667
"2100",100,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"Unknown",0
"2101",101,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"AB",0
"2102",102,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"A",50
"2103",103,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"B",0
"2104",104,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"O",50
"2105",105,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"Unknown",0
"2106",106,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"AB",0
"2107",107,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"A",0
"2108",108,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"B",20
"2109",109,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"O",80
"2110",110,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"Unknown",0
"2111",111,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"AB",0
"2112",112,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"A",30
"2113",113,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"B",10
"2114",114,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"O",60
"2115",115,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"Unknown",0
"2116",116,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"AB",3.9215686275
"2117",117,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"A",23.529411765
"2118",118,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"B",19.607843137
"2119",119,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"O",52.941176471
"2120",120,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"Unknown",0
"2121",121,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"AB",0
"2122",122,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"A",50
"2123",123,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"B",25
"2124",124,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"O",25
"2125",125,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"Unknown",0
"2126",126,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"AB",0
"2127",127,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"A",16.666666667
"2128",128,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"B",33.333333333
"2129",129,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"O",50
"2130",130,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"Unknown",0
"2131",131,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"AB",0
"2132",132,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"A",10.714285714
"2133",133,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"B",35.714285714
"2134",134,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"O",53.571428571
"2135",135,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"Unknown",0
"2136",136,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"AB",7.1428571429
"2137",137,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"A",28.571428571
"2138",138,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"B",10.714285714
"2139",139,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"O",53.571428571
"2140",140,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"Unknown",0
"2141",141,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"AB",6.6666666667
"2142",142,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"A",13.333333333
"2143",143,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"B",46.666666667
"2144",144,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"O",33.333333333
"2145",145,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"Unknown",0
"2146",146,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"AB",0
"2147",147,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"A",33.333333333
"2148",148,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"B",33.333333333
"2149",149,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"O",33.333333333
"2150",150,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"Unknown",0
"2151",151,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"AB",0
"2152",152,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"A",66.666666667
"2153",153,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"B",0
"2154",154,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"O",33.333333333
"2155",155,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"Unknown",0
"2156",156,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"AB",0
"2157",157,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"A",75
"2158",158,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"B",8.3333333333
"2159",159,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"O",16.666666667
"2160",160,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"Unknown",0
"2161",161,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"AB",0
"2162",162,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"A",20
"2163",163,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"B",25
"2164",164,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"O",55
"2165",165,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"Unknown",0
"2166",166,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"AB",0
"2167",167,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"A",41.176470588
"2168",168,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"B",41.176470588
"2169",169,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"O",17.647058824
"2170",170,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"Unknown",0
"2171",171,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"AB",0
"2172",172,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"A",12.5
"2173",173,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"B",43.75
"2174",174,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"O",43.75
"2175",175,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"Unknown",0
"2176",176,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"AB",0
"2177",177,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"A",16.666666667
"2178",178,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"B",33.333333333
"2179",179,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"O",50
"2180",180,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"Unknown",0
"2181",181,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"AB",0
"2182",182,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"A",41.666666667
"2183",183,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"B",0
"2184",184,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"O",58.333333333
"2185",185,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"Unknown",0
"2186",186,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"AB",0
"2187",187,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"A",12.5
"2188",188,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"B",12.5
"2189",189,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"O",75
"2190",190,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"Unknown",0
"2191",191,"Loyola University Medical Center (ILLU)","ILLU","TX1","Kidney-Pancreas",60153,"AB",0
"2192",192,"Loyola University Medical Center (ILLU)","ILLU","TX1","Kidney-Pancreas",60153,"A",16.666666667
"2193",193,"Loyola University Medical Center (ILLU)","ILLU","TX1","Kidney-Pancreas",60153,"B",16.666666667
"2194",194,"Loyola University Medical Center (ILLU)","ILLU","TX1","Kidney-Pancreas",60153,"O",66.666666667
"2195",195,"Loyola University Medical Center (ILLU)","ILLU","TX1","Kidney-Pancreas",60153,"Unknown",0
"2196",196,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney-Pancreas",2114,"AB",0
"2197",197,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney-Pancreas",2114,"A",33.333333333
"2198",198,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney-Pancreas",2114,"B",0
"2199",199,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney-Pancreas",2114,"O",66.666666667
"2200",200,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney-Pancreas",2114,"Unknown",0
"2201",201,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney-Pancreas",32224,"AB",8.3333333333
"2202",202,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney-Pancreas",32224,"A",25
"2203",203,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney-Pancreas",32224,"B",16.666666667
"2204",204,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney-Pancreas",32224,"O",50
"2205",205,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney-Pancreas",32224,"Unknown",0
"2206",206,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney-Pancreas",85054,"AB",0
"2207",207,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney-Pancreas",85054,"A",7.6923076923
"2208",208,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney-Pancreas",85054,"B",15.384615385
"2209",209,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney-Pancreas",85054,"O",76.923076923
"2210",210,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney-Pancreas",85054,"Unknown",0
"2211",211,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney-Pancreas",75230,"AB",0
"2212",212,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney-Pancreas",75230,"A",33.333333333
"2213",213,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney-Pancreas",75230,"B",33.333333333
"2214",214,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney-Pancreas",75230,"O",33.333333333
"2215",215,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney-Pancreas",75230,"Unknown",0
"2216",216,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney-Pancreas",23219,"AB",0
"2217",217,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney-Pancreas",23219,"A",60
"2218",218,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney-Pancreas",23219,"B",0
"2219",219,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney-Pancreas",23219,"O",40
"2220",220,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney-Pancreas",23219,"Unknown",0
"2221",221,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney-Pancreas",29425,"AB",7.6923076923
"2222",222,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney-Pancreas",29425,"A",28.205128205
"2223",223,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney-Pancreas",29425,"B",35.897435897
"2224",224,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney-Pancreas",29425,"O",28.205128205
"2225",225,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney-Pancreas",29425,"Unknown",0
"2226",226,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney-Pancreas",77030,"AB",0
"2227",227,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney-Pancreas",77030,"A",28.571428571
"2228",228,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney-Pancreas",77030,"B",14.285714286
"2229",229,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney-Pancreas",77030,"O",57.142857143
"2230",230,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney-Pancreas",77030,"Unknown",0
"2231",231,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney-Pancreas",50314,"AB",0
"2232",232,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney-Pancreas",50314,"A",60
"2233",233,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney-Pancreas",50314,"B",0
"2234",234,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney-Pancreas",50314,"O",40
"2235",235,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney-Pancreas",50314,"Unknown",0
"2236",236,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney-Pancreas",75203,"AB",0
"2237",237,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney-Pancreas",75203,"A",22.222222222
"2238",238,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney-Pancreas",75203,"B",44.444444444
"2239",239,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney-Pancreas",75203,"O",33.333333333
"2240",240,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney-Pancreas",75203,"Unknown",0
"2241",241,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney-Pancreas",78229,"AB",0
"2242",242,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney-Pancreas",78229,"A",50
"2243",243,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney-Pancreas",78229,"B",14.285714286
"2244",244,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney-Pancreas",78229,"O",35.714285714
"2245",245,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney-Pancreas",78229,"Unknown",0
"2246",246,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney-Pancreas",38104,"AB",4.5454545455
"2247",247,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney-Pancreas",38104,"A",27.272727273
"2248",248,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney-Pancreas",38104,"B",22.727272727
"2249",249,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney-Pancreas",38104,"O",45.454545455
"2250",250,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney-Pancreas",38104,"Unknown",0
"2251",251,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney-Pancreas",10467,"AB",0
"2252",252,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney-Pancreas",10467,"A",20.689655172
"2253",253,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney-Pancreas",10467,"B",20.689655172
"2254",254,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney-Pancreas",10467,"O",58.620689655
"2255",255,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney-Pancreas",10467,"Unknown",0
"2256",256,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney-Pancreas",10029,"AB",13.333333333
"2257",257,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney-Pancreas",10029,"A",23.333333333
"2258",258,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney-Pancreas",10029,"B",26.666666667
"2259",259,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney-Pancreas",10029,"O",36.666666667
"2260",260,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney-Pancreas",10029,"Unknown",0
"2261",261,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney-Pancreas",10016,"AB",0
"2262",262,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney-Pancreas",10016,"A",0
"2263",263,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney-Pancreas",10016,"B",28.571428571
"2264",264,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney-Pancreas",10016,"O",71.428571429
"2265",265,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney-Pancreas",10016,"Unknown",0
"2266",266,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney-Pancreas",10065,"AB",0
"2267",267,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney-Pancreas",10065,"A",31.578947368
"2268",268,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney-Pancreas",10065,"B",10.526315789
"2269",269,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney-Pancreas",10065,"O",57.894736842
"2270",270,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney-Pancreas",10065,"Unknown",0
"2271",271,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Kidney-Pancreas",60611,"AB",12.121212121
"2272",272,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Kidney-Pancreas",60611,"A",21.212121212
"2273",273,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Kidney-Pancreas",60611,"B",21.212121212
"2274",274,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Kidney-Pancreas",60611,"O",45.454545455
"2275",275,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Kidney-Pancreas",60611,"Unknown",0
"2276",276,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Kidney-Pancreas",10032,"AB",0
"2277",277,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Kidney-Pancreas",10032,"A",14.285714286
"2278",278,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Kidney-Pancreas",10032,"B",14.285714286
"2279",279,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Kidney-Pancreas",10032,"O",71.428571429
"2280",280,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Kidney-Pancreas",10032,"Unknown",0
"2281",281,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Kidney-Pancreas",70121,"AB",0
"2282",282,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Kidney-Pancreas",70121,"A",63.636363636
"2283",283,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Kidney-Pancreas",70121,"B",0
"2284",284,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Kidney-Pancreas",70121,"O",36.363636364
"2285",285,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Kidney-Pancreas",70121,"Unknown",0
"2286",286,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Kidney-Pancreas",43210,"AB",5.8823529412
"2287",287,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Kidney-Pancreas",43210,"A",41.176470588
"2288",288,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Kidney-Pancreas",43210,"B",17.647058824
"2289",289,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Kidney-Pancreas",43210,"O",35.294117647
"2290",290,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Kidney-Pancreas",43210,"Unknown",0
"2291",291,"Oregon Health & Science University (ORUO)","ORUO","TX1","Kidney-Pancreas",97239,"AB",11.111111111
"2292",292,"Oregon Health & Science University (ORUO)","ORUO","TX1","Kidney-Pancreas",97239,"A",38.888888889
"2293",293,"Oregon Health & Science University (ORUO)","ORUO","TX1","Kidney-Pancreas",97239,"B",11.111111111
"2294",294,"Oregon Health & Science University (ORUO)","ORUO","TX1","Kidney-Pancreas",97239,"O",38.888888889
"2295",295,"Oregon Health & Science University (ORUO)","ORUO","TX1","Kidney-Pancreas",97239,"Unknown",0
"2296",296,"OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","Kidney-Pancreas",61637,"AB",0
"2297",297,"OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","Kidney-Pancreas",61637,"A",16.666666667
"2298",298,"OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","Kidney-Pancreas",61637,"B",16.666666667
"2299",299,"OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","Kidney-Pancreas",61637,"O",66.666666667
"2300",300,"OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","Kidney-Pancreas",61637,"Unknown",0
"2301",301,"OU Medical Center (OKMD)","OKMD","TX1","Kidney-Pancreas",73104,"AB",0
"2302",302,"OU Medical Center (OKMD)","OKMD","TX1","Kidney-Pancreas",73104,"A",33.333333333
"2303",303,"OU Medical Center (OKMD)","OKMD","TX1","Kidney-Pancreas",73104,"B",44.444444444
"2304",304,"OU Medical Center (OKMD)","OKMD","TX1","Kidney-Pancreas",73104,"O",22.222222222
