"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","age_category","age_category_percent"
"2974",1782,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Kidney",15224,"50 to 64 Years",0
"2975",1783,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Kidney",15224,"65 to 69 Years",0
"2976",1784,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Kidney",15224,"More Than 70 Years",0
"2977",1785,"UPMC Hamot (PAPH)","PAPH","TX1","Kidney",16550,"2 to 11 Years",0
"2978",1786,"UPMC Hamot (PAPH)","PAPH","TX1","Kidney",16550,"12 to 17 Years",0
"2979",1787,"UPMC Hamot (PAPH)","PAPH","TX1","Kidney",16550,"Less Than 2 Years",0
"2980",1788,"UPMC Hamot (PAPH)","PAPH","TX1","Kidney",16550,"18 to 34 Years",7.4626865672
"2981",1789,"UPMC Hamot (PAPH)","PAPH","TX1","Kidney",16550,"35 to 49 Years",28.358208955
"2982",1790,"UPMC Hamot (PAPH)","PAPH","TX1","Kidney",16550,"50 to 64 Years",49.253731343
"2983",1791,"UPMC Hamot (PAPH)","PAPH","TX1","Kidney",16550,"65 to 69 Years",7.4626865672
"2984",1792,"UPMC Hamot (PAPH)","PAPH","TX1","Kidney",16550,"More Than 70 Years",7.4626865672
"2985",1793,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Kidney",75390,"2 to 11 Years",0
"2986",1794,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Kidney",75390,"12 to 17 Years",0
"2987",1795,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Kidney",75390,"Less Than 2 Years",0
"2988",1796,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Kidney",75390,"18 to 34 Years",12.139605463
"2989",1797,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Kidney",75390,"35 to 49 Years",29.286798179
"2990",1798,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Kidney",75390,"50 to 64 Years",36.722306525
"2991",1799,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Kidney",75390,"65 to 69 Years",14.719271624
"2992",1800,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Kidney",75390,"More Than 70 Years",7.1320182094
"2993",1801,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Kidney",15240,"2 to 11 Years",0
"2994",1802,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Kidney",15240,"12 to 17 Years",0
"2995",1803,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Kidney",15240,"Less Than 2 Years",0
"2996",1804,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Kidney",15240,"18 to 34 Years",1.4308426073
"2997",1805,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Kidney",15240,"35 to 49 Years",13.990461049
"2998",1806,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Kidney",15240,"50 to 64 Years",49.920508744
"2999",1807,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Kidney",15240,"65 to 69 Years",21.46263911
"3000",1808,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Kidney",15240,"More Than 70 Years",13.19554849
"3001",1809,"VA Portland Health Care System (ORVA)","ORVA","TX1","Kidney",97239,"2 to 11 Years",0
"3002",1810,"VA Portland Health Care System (ORVA)","ORVA","TX1","Kidney",97239,"12 to 17 Years",0
"3003",1811,"VA Portland Health Care System (ORVA)","ORVA","TX1","Kidney",97239,"Less Than 2 Years",0
"3004",1812,"VA Portland Health Care System (ORVA)","ORVA","TX1","Kidney",97239,"18 to 34 Years",3.9548022599
"3005",1813,"VA Portland Health Care System (ORVA)","ORVA","TX1","Kidney",97239,"35 to 49 Years",19.209039548
"3006",1814,"VA Portland Health Care System (ORVA)","ORVA","TX1","Kidney",97239,"50 to 64 Years",46.327683616
"3007",1815,"VA Portland Health Care System (ORVA)","ORVA","TX1","Kidney",97239,"65 to 69 Years",19.774011299
"3008",1816,"VA Portland Health Care System (ORVA)","ORVA","TX1","Kidney",97239,"More Than 70 Years",10.734463277
"3009",1817,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney",37232,"2 to 11 Years",0.2772643253
"3010",1818,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney",37232,"12 to 17 Years",0.5545286506
"3011",1819,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney",37232,"Less Than 2 Years",0
"3012",1820,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney",37232,"18 to 34 Years",11.645101664
"3013",1821,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney",37232,"35 to 49 Years",30.591497227
"3014",1822,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney",37232,"50 to 64 Years",41.035120148
"3015",1823,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney",37232,"65 to 69 Years",11.829944547
"3016",1824,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney",37232,"More Than 70 Years",4.0665434381
"3017",1825,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney",27834,"2 to 11 Years",0
"3018",1826,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney",27834,"12 to 17 Years",0.5586592179
"3019",1827,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney",27834,"Less Than 2 Years",0
"3020",1828,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney",27834,"18 to 34 Years",12.290502793
"3021",1829,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney",27834,"35 to 49 Years",25.698324022
"3022",1830,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney",27834,"50 to 64 Years",46.089385475
"3023",1831,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney",27834,"65 to 69 Years",13.407821229
"3024",1832,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney",27834,"More Than 70 Years",1.9553072626
"3025",1833,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney",98111,"2 to 11 Years",0
"3026",1834,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney",98111,"12 to 17 Years",0
"3027",1835,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney",98111,"Less Than 2 Years",0
"3028",1836,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney",98111,"18 to 34 Years",6.3197026022
"3029",1837,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney",98111,"35 to 49 Years",23.791821561
"3030",1838,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney",98111,"50 to 64 Years",43.866171004
"3031",1839,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney",98111,"65 to 69 Years",17.100371747
"3032",1840,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney",98111,"More Than 70 Years",8.9219330855
"3033",1841,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney",27157,"2 to 11 Years",0.5555555556
"3034",1842,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney",27157,"12 to 17 Years",0.1388888889
"3035",1843,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney",27157,"Less Than 2 Years",0.2777777778
"3036",1844,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney",27157,"18 to 34 Years",11.666666667
"3037",1845,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney",27157,"35 to 49 Years",29.722222222
"3038",1846,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney",27157,"50 to 64 Years",37.083333333
"3039",1847,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney",27157,"65 to 69 Years",11.805555556
"3040",1848,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney",27157,"More Than 70 Years",8.75
"3041",1849,"Walter Reed National Military Medical Center at Bethesda (DCWR)","DCWR","TX1","Kidney",20889,"2 to 11 Years",0
"3042",1850,"Walter Reed National Military Medical Center at Bethesda (DCWR)","DCWR","TX1","Kidney",20889,"12 to 17 Years",0.8658008658
"3043",1851,"Walter Reed National Military Medical Center at Bethesda (DCWR)","DCWR","TX1","Kidney",20889,"Less Than 2 Years",0
"3044",1852,"Walter Reed National Military Medical Center at Bethesda (DCWR)","DCWR","TX1","Kidney",20889,"18 to 34 Years",10.822510823
"3045",1853,"Walter Reed National Military Medical Center at Bethesda (DCWR)","DCWR","TX1","Kidney",20889,"35 to 49 Years",18.181818182
"3046",1854,"Walter Reed National Military Medical Center at Bethesda (DCWR)","DCWR","TX1","Kidney",20889,"50 to 64 Years",46.753246753
"3047",1855,"Walter Reed National Military Medical Center at Bethesda (DCWR)","DCWR","TX1","Kidney",20889,"65 to 69 Years",18.181818182
"3048",1856,"Walter Reed National Military Medical Center at Bethesda (DCWR)","DCWR","TX1","Kidney",20889,"More Than 70 Years",5.1948051948
"3049",1857,"Westchester Medical Center (NYWC)","NYWC","TX1","Kidney",10595,"2 to 11 Years",0.9259259259
"3050",1858,"Westchester Medical Center (NYWC)","NYWC","TX1","Kidney",10595,"12 to 17 Years",1.8518518519
"3051",1859,"Westchester Medical Center (NYWC)","NYWC","TX1","Kidney",10595,"Less Than 2 Years",0
"3052",1860,"Westchester Medical Center (NYWC)","NYWC","TX1","Kidney",10595,"18 to 34 Years",9.2592592593
"3053",1861,"Westchester Medical Center (NYWC)","NYWC","TX1","Kidney",10595,"35 to 49 Years",28.472222222
"3054",1862,"Westchester Medical Center (NYWC)","NYWC","TX1","Kidney",10595,"50 to 64 Years",46.064814815
"3055",1863,"Westchester Medical Center (NYWC)","NYWC","TX1","Kidney",10595,"65 to 69 Years",10.416666667
"3056",1864,"Westchester Medical Center (NYWC)","NYWC","TX1","Kidney",10595,"More Than 70 Years",3.0092592593
"3057",1865,"William Beaumont Hospital (MIBH)","MIBH","TX1","Kidney",48073,"2 to 11 Years",0
"3058",1866,"William Beaumont Hospital (MIBH)","MIBH","TX1","Kidney",48073,"12 to 17 Years",0
"3059",1867,"William Beaumont Hospital (MIBH)","MIBH","TX1","Kidney",48073,"Less Than 2 Years",0
"3060",1868,"William Beaumont Hospital (MIBH)","MIBH","TX1","Kidney",48073,"18 to 34 Years",7.5842696629
"3061",1869,"William Beaumont Hospital (MIBH)","MIBH","TX1","Kidney",48073,"35 to 49 Years",28.08988764
"3062",1870,"William Beaumont Hospital (MIBH)","MIBH","TX1","Kidney",48073,"50 to 64 Years",43.258426966
"3063",1871,"William Beaumont Hospital (MIBH)","MIBH","TX1","Kidney",48073,"65 to 69 Years",13.764044944
"3064",1872,"William Beaumont Hospital (MIBH)","MIBH","TX1","Kidney",48073,"More Than 70 Years",7.3033707865
"3065",1873,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Kidney",71103,"2 to 11 Years",0
"3066",1874,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Kidney",71103,"12 to 17 Years",0
"3067",1875,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Kidney",71103,"Less Than 2 Years",0
"3068",1876,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Kidney",71103,"18 to 34 Years",11.979166667
"3069",1877,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Kidney",71103,"35 to 49 Years",25.260416667
"3070",1878,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Kidney",71103,"50 to 64 Years",45.833333333
"3071",1879,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Kidney",71103,"65 to 69 Years",13.020833333
"3072",1880,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Kidney",71103,"More Than 70 Years",3.90625
"3073",1881,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Kidney",6510,"2 to 11 Years",0.3053435115
"3074",1882,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Kidney",6510,"12 to 17 Years",0.9160305344
"3075",1883,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Kidney",6510,"Less Than 2 Years",0.1526717557
"3076",1884,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Kidney",6510,"18 to 34 Years",10.381679389
"3077",1885,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Kidney",6510,"35 to 49 Years",27.480916031
"3078",1886,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Kidney",6510,"50 to 64 Years",47.022900763
"3079",1887,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Kidney",6510,"65 to 69 Years",10.229007634
"3080",1888,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Kidney",6510,"More Than 70 Years",3.5114503817
"3081",1,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney-Pancreas",12208,"2 to 11 Years",0
"3082",2,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney-Pancreas",12208,"12 to 17 Years",0
"3083",3,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney-Pancreas",12208,"Less Than 2 Years",0
"3084",4,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney-Pancreas",12208,"18 to 34 Years",28.571428571
"3085",5,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney-Pancreas",12208,"35 to 49 Years",71.428571429
"3086",6,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney-Pancreas",12208,"50 to 64 Years",0
"3087",7,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney-Pancreas",12208,"65 to 69 Years",0
"3088",8,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney-Pancreas",12208,"More Than 70 Years",0
"3089",9,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney-Pancreas",19141,"2 to 11 Years",0
"3090",10,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney-Pancreas",19141,"12 to 17 Years",0
"3091",11,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney-Pancreas",19141,"Less Than 2 Years",0
"3092",12,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney-Pancreas",19141,"18 to 34 Years",40
"3093",13,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney-Pancreas",19141,"35 to 49 Years",40
"3094",14,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney-Pancreas",19141,"50 to 64 Years",20
"3095",15,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney-Pancreas",19141,"65 to 69 Years",0
"3096",16,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney-Pancreas",19141,"More Than 70 Years",0
"3097",17,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney-Pancreas",15212,"2 to 11 Years",0
"3098",18,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney-Pancreas",15212,"12 to 17 Years",0
"3099",19,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney-Pancreas",15212,"Less Than 2 Years",0
"3100",20,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney-Pancreas",15212,"18 to 34 Years",50
"3101",21,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney-Pancreas",15212,"35 to 49 Years",50
"3102",22,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney-Pancreas",15212,"50 to 64 Years",0
"3103",23,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney-Pancreas",15212,"65 to 69 Years",0
"3104",24,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney-Pancreas",15212,"More Than 70 Years",0
"3105",25,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney-Pancreas",30912,"2 to 11 Years",0
"3106",26,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney-Pancreas",30912,"12 to 17 Years",0
"3107",27,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney-Pancreas",30912,"Less Than 2 Years",0
"3108",28,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney-Pancreas",30912,"18 to 34 Years",18.181818182
"3109",29,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney-Pancreas",30912,"35 to 49 Years",81.818181818
"3110",30,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney-Pancreas",30912,"50 to 64 Years",0
"3111",31,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney-Pancreas",30912,"65 to 69 Years",0
"3112",32,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney-Pancreas",30912,"More Than 70 Years",0
"3113",33,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney-Pancreas",53215,"2 to 11 Years",0
"3114",34,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney-Pancreas",53215,"12 to 17 Years",0
"3115",35,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney-Pancreas",53215,"Less Than 2 Years",0
"3116",36,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney-Pancreas",53215,"18 to 34 Years",16.666666667
"3117",37,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney-Pancreas",53215,"35 to 49 Years",33.333333333
"3118",38,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney-Pancreas",53215,"50 to 64 Years",50
"3119",39,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney-Pancreas",53215,"65 to 69 Years",0
"3120",40,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney-Pancreas",53215,"More Than 70 Years",0
"3121",41,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney-Pancreas",919,"2 to 11 Years",0
"3122",42,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney-Pancreas",919,"12 to 17 Years",0
"3123",43,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney-Pancreas",919,"Less Than 2 Years",0
"3124",44,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney-Pancreas",919,"18 to 34 Years",12.5
"3125",45,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney-Pancreas",919,"35 to 49 Years",87.5
"3126",46,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney-Pancreas",919,"50 to 64 Years",0
"3127",47,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney-Pancreas",919,"65 to 69 Years",0
"3128",48,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney-Pancreas",919,"More Than 70 Years",0
"3129",49,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney-Pancreas",57105,"2 to 11 Years",0
"3130",50,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney-Pancreas",57105,"12 to 17 Years",0
"3131",51,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney-Pancreas",57105,"Less Than 2 Years",0
"3132",52,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney-Pancreas",57105,"18 to 34 Years",0
"3133",53,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney-Pancreas",57105,"35 to 49 Years",28.571428571
"3134",54,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney-Pancreas",57105,"50 to 64 Years",71.428571429
"3135",55,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney-Pancreas",57105,"65 to 69 Years",0
"3136",56,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney-Pancreas",57105,"More Than 70 Years",0
"3137",57,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney-Pancreas",85719,"2 to 11 Years",0
"3138",58,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney-Pancreas",85719,"12 to 17 Years",0
"3139",59,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney-Pancreas",85719,"Less Than 2 Years",0
"3140",60,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney-Pancreas",85719,"18 to 34 Years",0
"3141",61,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney-Pancreas",85719,"35 to 49 Years",100
"3142",62,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney-Pancreas",85719,"50 to 64 Years",0
"3143",63,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney-Pancreas",85719,"65 to 69 Years",0
"3144",64,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney-Pancreas",85719,"More Than 70 Years",0
"3145",65,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney-Pancreas",85006,"2 to 11 Years",0
"3146",66,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney-Pancreas",85006,"12 to 17 Years",0
"3147",67,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney-Pancreas",85006,"Less Than 2 Years",0
"3148",68,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney-Pancreas",85006,"18 to 34 Years",50
"3149",69,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney-Pancreas",85006,"35 to 49 Years",50
"3150",70,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney-Pancreas",85006,"50 to 64 Years",0
"3151",71,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney-Pancreas",85006,"65 to 69 Years",0
"3152",72,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney-Pancreas",85006,"More Than 70 Years",0
"3153",73,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney-Pancreas",63110,"2 to 11 Years",0
"3154",74,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney-Pancreas",63110,"12 to 17 Years",0
"3155",75,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney-Pancreas",63110,"Less Than 2 Years",0
"3156",76,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney-Pancreas",63110,"18 to 34 Years",21.428571429
"3157",77,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney-Pancreas",63110,"35 to 49 Years",35.714285714
"3158",78,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney-Pancreas",63110,"50 to 64 Years",42.857142857
"3159",79,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney-Pancreas",63110,"65 to 69 Years",0
"3160",80,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney-Pancreas",63110,"More Than 70 Years",0
"3161",81,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney-Pancreas",76104,"2 to 11 Years",0
"3162",82,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney-Pancreas",76104,"12 to 17 Years",0
"3163",83,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney-Pancreas",76104,"Less Than 2 Years",0
"3164",84,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney-Pancreas",76104,"18 to 34 Years",21.052631579
"3165",85,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney-Pancreas",76104,"35 to 49 Years",68.421052632
"3166",86,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney-Pancreas",76104,"50 to 64 Years",10.526315789
"3167",87,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney-Pancreas",76104,"65 to 69 Years",0
"3168",88,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney-Pancreas",76104,"More Than 70 Years",0
"3169",89,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney-Pancreas",75246,"2 to 11 Years",0
"3170",90,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney-Pancreas",75246,"12 to 17 Years",0
"3171",91,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney-Pancreas",75246,"Less Than 2 Years",0
"3172",92,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney-Pancreas",75246,"18 to 34 Years",17.647058824
"3173",93,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney-Pancreas",75246,"35 to 49 Years",70.588235294
"3174",94,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney-Pancreas",75246,"50 to 64 Years",11.764705882
"3175",95,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney-Pancreas",75246,"65 to 69 Years",0
"3176",96,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney-Pancreas",75246,"More Than 70 Years",0
"3177",97,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"2 to 11 Years",0
"3178",98,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"12 to 17 Years",0
"3179",99,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"Less Than 2 Years",0
"3180",100,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"18 to 34 Years",20.689655172
"3181",101,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"35 to 49 Years",68.965517241
"3182",102,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"50 to 64 Years",10.344827586
"3183",103,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"65 to 69 Years",0
"3184",104,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"More Than 70 Years",0
"3185",105,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"2 to 11 Years",0
"3186",106,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"12 to 17 Years",0
"3187",107,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"Less Than 2 Years",0
"3188",108,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"18 to 34 Years",30
"3189",109,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"35 to 49 Years",40
"3190",110,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"50 to 64 Years",30
"3191",111,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"65 to 69 Years",0
"3192",112,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"More Than 70 Years",0
"3193",113,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"2 to 11 Years",0
"3194",114,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"12 to 17 Years",0
"3195",115,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"Less Than 2 Years",0
"3196",116,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"18 to 34 Years",40
"3197",117,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"35 to 49 Years",60
"3198",118,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"50 to 64 Years",0
"3199",119,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"65 to 69 Years",0
"3200",120,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"More Than 70 Years",0
