"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","gender_category","gender_category_percent"
"542",214,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney",50314,"Male",58.620689655
"543",215,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney",75203,"Female",37.171717172
"544",216,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney",75203,"Male",62.828282828
"545",217,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney",78229,"Female",35.760728218
"546",218,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney",78229,"Male",64.239271782
"547",219,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney",38104,"Female",38.665254237
"548",220,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney",38104,"Male",61.334745763
"549",221,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Kidney",77030,"Female",6.5217391304
"550",222,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Kidney",77030,"Male",93.47826087
"551",223,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney",10467,"Female",37.690839695
"552",224,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney",10467,"Male",62.309160305
"553",225,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney",10029,"Female",39.232876712
"554",226,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney",10029,"Male",60.767123288
"555",227,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Kidney",43205,"Female",33.333333333
"556",228,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Kidney",43205,"Male",66.666666667
"557",229,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney",10016,"Female",36.776859504
"558",230,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney",10016,"Male",63.223140496
"559",231,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney",10065,"Female",39.337298216
"560",232,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney",10065,"Male",60.662701784
"561",233,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Kidney",7112,"Female",0
"562",234,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Kidney",7112,"Male",100
"563",235,"North Austin Medical Center (TXDM)","TXDM","TX1","Kidney",78758,"Female",43.506493506
"564",236,"North Austin Medical Center (TXDM)","TXDM","TX1","Kidney",78758,"Male",56.493506494
"565",237,"North Shore University Hospital/Northwell Health (NYNS)","NYNS","TX1","Kidney",11030,"Female",30.622009569
"566",238,"North Shore University Hospital/Northwell Health (NYNS)","NYNS","TX1","Kidney",11030,"Male",69.377990431
"567",239,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Kidney",60611,"Female",42.839036755
"568",240,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Kidney",60611,"Male",57.160963245
"569",241,"Norton Children's Hospital (KYKC)","KYKC","TX1","Kidney",40202,"Female",50
"570",242,"Norton Children's Hospital (KYKC)","KYKC","TX1","Kidney",40202,"Male",50
"571",243,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Kidney",10032,"Female",40.222575517
"572",244,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Kidney",10032,"Male",59.777424483
"573",245,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Kidney",70121,"Female",43.810679612
"574",246,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Kidney",70121,"Male",56.189320388
"575",247,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Kidney",43210,"Female",39.160839161
"576",248,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Kidney",43210,"Male",60.839160839
"577",249,"Oregon Health & Science University (ORUO)","ORUO","TX1","Kidney",97239,"Female",44.160583942
"578",250,"Oregon Health & Science University (ORUO)","ORUO","TX1","Kidney",97239,"Male",55.839416058
"579",251,"OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","Kidney",61637,"Female",41.694915254
"580",252,"OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","Kidney",61637,"Male",58.305084746
"581",253,"OU Medical Center (OKMD)","OKMD","TX1","Kidney",73104,"Female",48.780487805
"582",254,"OU Medical Center (OKMD)","OKMD","TX1","Kidney",73104,"Male",51.219512195
"583",255,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Kidney",8103,"Female",37.583892617
"584",256,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Kidney",8103,"Male",62.416107383
"585",257,"Parkland Health and Hospital System (TXPM)","TXPM","TX1","Kidney",75235,"Female",34.682080925
"586",258,"Parkland Health and Hospital System (TXPM)","TXPM","TX1","Kidney",75235,"Male",65.317919075
"587",259,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Kidney",17033,"Female",40.322580645
"588",260,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Kidney",17033,"Male",59.677419355
"589",261,"Phoenix Children's Hospital (AZCH)","AZCH","TX1","Kidney",85016,"Female",60
"590",262,"Phoenix Children's Hospital (AZCH)","AZCH","TX1","Kidney",85016,"Male",40
"591",263,"Piedmont Hospital (GAPH)","GAPH","TX1","Kidney",30309,"Female",38.224228743
"592",264,"Piedmont Hospital (GAPH)","GAPH","TX1","Kidney",30309,"Male",61.775771257
"593",265,"Pinnacle Health System at Harrisburg Hospital (PAHH)","PAHH","TX1","Kidney",17101,"Female",38.912133891
"594",266,"Pinnacle Health System at Harrisburg Hospital (PAHH)","PAHH","TX1","Kidney",17101,"Male",61.087866109
"595",267,"Presbyterian Hospital (NMPH)","NMPH","TX1","Kidney",87106,"Female",37.272727273
"596",268,"Presbyterian Hospital (NMPH)","NMPH","TX1","Kidney",87106,"Male",62.727272727
"597",269,"Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","Kidney",80218,"Female",39.313984169
"598",270,"Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","Kidney",80218,"Male",60.686015831
"599",271,"Primary Children's Hospital (UTPC)","UTPC","TX1","Kidney",84113,"Female",58.333333333
"600",272,"Primary Children's Hospital (UTPC)","UTPC","TX1","Kidney",84113,"Male",41.666666667
"601",273,"Providence Sacred Heart Medical Center & Children's Hospital (WASH)","WASH","TX1","Kidney",99204,"Female",39.150943396
"602",274,"Providence Sacred Heart Medical Center & Children's Hospital (WASH)","WASH","TX1","Kidney",99204,"Male",60.849056604
"603",275,"Rady Children's Hospital and Health Center (CACH)","CACH","TX1","Kidney",92024,"Female",54.545454545
"604",276,"Rady Children's Hospital and Health Center (CACH)","CACH","TX1","Kidney",92024,"Male",45.454545455
"605",277,"Research Medical Center (MORH)","MORH","TX1","Kidney",64132,"Female",33.505154639
"606",278,"Research Medical Center (MORH)","MORH","TX1","Kidney",64132,"Male",66.494845361
"607",279,"Rhode Island Hospital (RIRH)","RIRH","TX1","Kidney",2903,"Female",38.846153846
"608",280,"Rhode Island Hospital (RIRH)","RIRH","TX1","Kidney",2903,"Male",61.153846154
"609",281,"Riverside Community Hospital (CARC)","CARC","TX1","Kidney",92501,"Female",29.378531073
"610",282,"Riverside Community Hospital (CARC)","CARC","TX1","Kidney",92501,"Male",70.621468927
"611",283,"Robert Wood Johnson University Hospital (NJRW)","NJRW","TX1","Kidney",8901,"Female",34.552845528
"612",284,"Robert Wood Johnson University Hospital (NJRW)","NJRW","TX1","Kidney",8901,"Male",65.447154472
"613",285,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Kidney",55902,"Female",41.779975278
"614",286,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Kidney",55902,"Male",58.220024722
"615",287,"Rush University Medical Center (ILPL)","ILPL","TX1","Kidney",60612,"Female",34.474885845
"616",288,"Rush University Medical Center (ILPL)","ILPL","TX1","Kidney",60612,"Male",65.525114155
"617",289,"Sacred Heart Hospital Pensacola (FLSH)","FLSH","TX1","Kidney",32504,"Female",45.142857143
"618",290,"Sacred Heart Hospital Pensacola (FLSH)","FLSH","TX1","Kidney",32504,"Male",54.857142857
"619",291,"Saint Barnabas Medical Center (NJSB)","NJSB","TX1","Kidney",7039,"Female",35.681669928
"620",292,"Saint Barnabas Medical Center (NJSB)","NJSB","TX1","Kidney",7039,"Male",64.318330072
"621",293,"Saint Francis Hospital (OKSF)","OKSF","TX1","Kidney",74136,"Female",34.782608696
"622",294,"Saint Francis Hospital (OKSF)","OKSF","TX1","Kidney",74136,"Male",65.217391304
"623",295,"Saint Joseph Hospital (CASJ)","CASJ","TX1","Kidney",92868,"Female",38.554216867
"624",296,"Saint Joseph Hospital (CASJ)","CASJ","TX1","Kidney",92868,"Male",61.445783133
"625",297,"Saint Thomas Hospital (TNST)","TNST","TX1","Kidney",37205,"Female",37.837837838
"626",298,"Saint Thomas Hospital (TNST)","TNST","TX1","Kidney",37205,"Male",62.162162162
"627",299,"Sanford Bismarck Medical Center (NDMC)","NDMC","TX1","Kidney",58501,"Female",34.831460674
"628",300,"Sanford Bismarck Medical Center (NDMC)","NDMC","TX1","Kidney",58501,"Male",65.168539326
"629",301,"Sanford Health/USD Medical Center (SDSV)","SDSV","TX1","Kidney",57117,"Female",40.206185567
"630",302,"Sanford Health/USD Medical Center (SDSV)","SDSV","TX1","Kidney",57117,"Male",59.793814433
"631",303,"Sanford Medical Center Fargo (NDSL)","NDSL","TX1","Kidney",58104,"Female",32.203389831
"632",304,"Sanford Medical Center Fargo (NDSL)","NDSL","TX1","Kidney",58104,"Male",67.796610169
"633",305,"Scott and White Memorial Hospital (TXSW)","TXSW","TX1","Kidney",76508,"Female",42.69005848
"634",306,"Scott and White Memorial Hospital (TXSW)","TXSW","TX1","Kidney",76508,"Male",57.30994152
"635",307,"Scripps Green Hospital (CAGH)","CAGH","TX1","Kidney",92037,"Female",40.848214286
"636",308,"Scripps Green Hospital (CAGH)","CAGH","TX1","Kidney",92037,"Male",59.151785714
"637",309,"Seattle Children's Hospital (WACH)","WACH","TX1","Kidney",98105,"Female",40
"638",310,"Seattle Children's Hospital (WACH)","WACH","TX1","Kidney",98105,"Male",60
"639",311,"Sentara Norfolk General Hospital (VANG)","VANG","TX1","Kidney",23507,"Female",46.681415929
"640",312,"Sentara Norfolk General Hospital (VANG)","VANG","TX1","Kidney",23507,"Male",53.318584071
"641",313,"Sharp Memorial Hospital (CASH)","CASH","TX1","Kidney",92123,"Female",38.047808765
"642",314,"Sharp Memorial Hospital (CASH)","CASH","TX1","Kidney",92123,"Male",61.952191235
"643",315,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Kidney",63104,"Female",46.428571429
"644",316,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Kidney",63104,"Male",53.571428571
"645",317,"St John Hospital and Medical Center (MISJ)","MISJ","TX1","Kidney",48236,"Female",43.005181347
"646",318,"St John Hospital and Medical Center (MISJ)","MISJ","TX1","Kidney",48236,"Male",56.994818653
"647",319,"St John Medical Center (OKSJ)","OKSJ","TX1","Kidney",74104,"Female",32.116788321
"648",320,"St John Medical Center (OKSJ)","OKSJ","TX1","Kidney",74104,"Male",67.883211679
"649",321,"St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","Kidney",64111,"Female",40.825688073
"650",322,"St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","Kidney",64111,"Male",59.174311927
"651",323,"St Vincent Hospital and Health Care Center (INSV)","INSV","TX1","Kidney",46260,"Female",38.759689922
"652",324,"St Vincent Hospital and Health Care Center (INSV)","INSV","TX1","Kidney",46260,"Male",61.240310078
"653",325,"St. Christopher's Hospital for Children (PASC)","PASC","TX1","Kidney",19134,"Female",50
"654",326,"St. Christopher's Hospital for Children (PASC)","PASC","TX1","Kidney",19134,"Male",50
"655",327,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Kidney",85013,"Female",35.833333333
"656",328,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Kidney",85013,"Male",64.166666667
"657",329,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Kidney",63110,"Female",25
"658",330,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Kidney",63110,"Male",75
"659",331,"St. Vincent Medical Center (CASV)","CASV","TX1","Kidney",90057,"Female",37.230769231
"660",332,"St. Vincent Medical Center (CASV)","CASV","TX1","Kidney",90057,"Male",62.769230769
"661",333,"Stanford Health Care (CASU)","CASU","TX1","Kidney",94305,"Female",36.587926509
"662",334,"Stanford Health Care (CASU)","CASU","TX1","Kidney",94305,"Male",63.412073491
"663",335,"State University of New York Upstate Medical University (NYUM)","NYUM","TX1","Kidney",13210,"Female",37.151702786
"664",336,"State University of New York Upstate Medical University (NYUM)","NYUM","TX1","Kidney",13210,"Male",62.848297214
"665",337,"State University of New York, Downstate Medical Center (NYDS)","NYDS","TX1","Kidney",11203,"Female",38.268156425
"666",338,"State University of New York, Downstate Medical Center (NYDS)","NYDS","TX1","Kidney",11203,"Male",61.731843575
"667",339,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Kidney",14642,"Female",35.799522673
"668",340,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Kidney",14642,"Male",64.200477327
"669",341,"Swedish Medical Center (WASM)","WASM","TX1","Kidney",98122,"Female",43.089430894
"670",342,"Swedish Medical Center (WASM)","WASM","TX1","Kidney",98122,"Male",56.910569106
"671",343,"Tampa General Hospital (FLTG)","FLTG","TX1","Kidney",33606,"Female",42.080378251
"672",344,"Tampa General Hospital (FLTG)","FLTG","TX1","Kidney",33606,"Male",57.919621749
"673",345,"Temple University Hospital (PATU)","PATU","TX1","Kidney",19140,"Female",36.414565826
"674",346,"Temple University Hospital (PATU)","PATU","TX1","Kidney",19140,"Male",63.585434174
"675",347,"Texas Children's Hospital (TXTC)","TXTC","TX1","Kidney",77030,"Female",50
"676",348,"Texas Children's Hospital (TXTC)","TXTC","TX1","Kidney",77030,"Male",50
"677",349,"Texas Health Harris Methodist Fort Worth Hospital (TXFW)","TXFW","TX1","Kidney",76104,"Female",27.450980392
"678",350,"Texas Health Harris Methodist Fort Worth Hospital (TXFW)","TXFW","TX1","Kidney",76104,"Male",72.549019608
"679",351,"The Christ Hospital (OHTC)","OHTC","TX1","Kidney",45219,"Female",42.96875
"680",352,"The Christ Hospital (OHTC)","OHTC","TX1","Kidney",45219,"Male",57.03125
"681",353,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Kidney",44195,"Female",41.216216216
"682",354,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Kidney",44195,"Male",58.783783784
"683",355,"The Iowa City VA Health Care System (IAVA)","IAVA","TX1","Kidney",52246,"Female",5
"684",356,"The Iowa City VA Health Care System (IAVA)","IAVA","TX1","Kidney",52246,"Male",95
"685",357,"The Lankenau Hospital (PALH)","PALH","TX1","Kidney",19096,"Female",38.613861386
"686",358,"The Lankenau Hospital (PALH)","PALH","TX1","Kidney",19096,"Male",61.386138614
"687",359,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Kidney",68198,"Female",32.710280374
"688",360,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Kidney",68198,"Male",67.289719626
"689",361,"The Queen's Medical Center (HIQM)","HIQM","TX1","Kidney",96813,"Female",40.449438202
"690",362,"The Queen's Medical Center (HIQM)","HIQM","TX1","Kidney",96813,"Male",59.550561798
"691",363,"The University of Vermont Medical Center (VTMC)","VTMC","TX1","Kidney",5401,"Female",54.166666667
"692",364,"The University of Vermont Medical Center (VTMC)","VTMC","TX1","Kidney",5401,"Male",45.833333333
"693",365,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Kidney",19107,"Female",37.337662338
"694",366,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Kidney",19107,"Male",62.662337662
"695",367,"Tufts Medical Center (MANM)","MANM","TX1","Kidney",2111,"Female",37.566137566
"696",368,"Tufts Medical Center (MANM)","MANM","TX1","Kidney",2111,"Male",62.433862434
"697",369,"Tulane Medical Center (LATU)","LATU","TX1","Kidney",70112,"Female",38.782608696
"698",370,"Tulane Medical Center (LATU)","LATU","TX1","Kidney",70112,"Male",61.217391304
"699",371,"UAMS Medical Center (ARUA)","ARUA","TX1","Kidney",72205,"Female",41.477272727
"700",372,"UAMS Medical Center (ARUA)","ARUA","TX1","Kidney",72205,"Male",58.522727273
"701",373,"UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","Kidney",94158,"Female",32.727272727
"702",374,"UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","Kidney",94158,"Male",67.272727273
"703",375,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Kidney",32608,"Female",41.476274165
"704",376,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Kidney",32608,"Male",58.523725835
"705",377,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Kidney",1655,"Female",39.950980392
"706",378,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Kidney",1655,"Male",60.049019608
"707",379,"University Childrens Health (TXUC","TXUC","TX1","Kidney",78229,"Female",33.333333333
"708",380,"University Childrens Health (TXUC","TXUC","TX1","Kidney",78229,"Male",66.666666667
"709",381,"University Hospital of State University of New York at Stony Brook (NYSB)","NYSB","TX1","Kidney",11794,"Female",33.333333333
"710",382,"University Hospital of State University of New York at Stony Brook (NYSB)","NYSB","TX1","Kidney",11794,"Male",66.666666667
"711",383,"University Hospital, University of New Mexico Health Sciences Center (NMAQ)","NMAQ","TX1","Kidney",87106,"Female",45.493562232
"712",384,"University Hospital, University of New Mexico Health Sciences Center (NMAQ)","NMAQ","TX1","Kidney",87106,"Male",54.506437768
"713",385,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Kidney",78229,"Female",38.954468803
"714",386,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Kidney",78229,"Male",61.045531197
"715",387,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Kidney",44106,"Female",37.313432836
"716",388,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Kidney",44106,"Male",62.686567164
"717",389,"University Medical Center of Southern Nevada (NVUM)","NVUM","TX1","Kidney",89102,"Female",37.280701754
"718",390,"University Medical Center of Southern Nevada (NVUM)","NVUM","TX1","Kidney",89102,"Male",62.719298246
"719",391,"University of Alabama Hospital (ALUA)","ALUA","TX1","Kidney",35233,"Female",40.137221269
"720",392,"University of Alabama Hospital (ALUA)","ALUA","TX1","Kidney",35233,"Male",59.862778731
"721",393,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Kidney",90095,"Female",35.776277724
"722",394,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Kidney",90095,"Male",64.223722276
"723",395,"University of California Davis Medical Center (CASM)","CASM","TX1","Kidney",95817,"Female",34.290843806
"724",396,"University of California Davis Medical Center (CASM)","CASM","TX1","Kidney",95817,"Male",65.709156194
"725",397,"University of California Irvine Medical Center (CAIM)","CAIM","TX1","Kidney",92868,"Female",38.896746818
"726",398,"University of California Irvine Medical Center (CAIM)","CAIM","TX1","Kidney",92868,"Male",61.103253182
"727",399,"University of California San Diego Medical Center (CASD)","CASD","TX1","Kidney",92037,"Female",41.482444733
"728",400,"University of California San Diego Medical Center (CASD)","CASD","TX1","Kidney",92037,"Male",58.517555267
"729",401,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Kidney",94118,"Female",37.447434819
"730",402,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Kidney",94118,"Male",62.552565181
"731",403,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Kidney",60637,"Female",38.095238095
"732",404,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Kidney",60637,"Male",61.904761905
"733",405,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Kidney",45229,"Female",43.902439024
"734",406,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Kidney",45229,"Male",56.097560976
"735",407,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Kidney",80045,"Female",37.045203969
"736",408,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Kidney",80045,"Male",62.954796031
"737",409,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Kidney",60612,"Female",37.961335677
"738",410,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Kidney",60612,"Male",62.038664323
"739",411,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Kidney",52242,"Female",34.453781513
"740",412,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Kidney",52242,"Male",65.546218487
"741",413,"University of Kansas Hospital (KSUK)","KSUK","TX1","Kidney",66103,"Female",42.1875
"742",414,"University of Kansas Hospital (KSUK)","KSUK","TX1","Kidney",66103,"Male",57.8125
"743",415,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Kidney",40536,"Female",36.607142857
"744",416,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Kidney",40536,"Male",63.392857143
"745",417,"University of Maryland Medical System (MDUM)","MDUM","TX1","Kidney",21201,"Female",41.608738828
"746",418,"University of Maryland Medical System (MDUM)","MDUM","TX1","Kidney",21201,"Male",58.391261172
"747",419,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Kidney",48109,"Female",38.671875
"748",420,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Kidney",48109,"Male",61.328125
"749",421,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Kidney",55454,"Female",43.201133144
"750",422,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Kidney",55454,"Male",56.798866856
"751",423,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Kidney",39216,"Female",44.080604534
"752",424,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Kidney",39216,"Male",55.919395466
"753",425,"University of Missouri Hospital and Clinics (MOUM)","MOUM","TX1","Kidney",65201,"Female",33.663366337
"754",426,"University of Missouri Hospital and Clinics (MOUM)","MOUM","TX1","Kidney",65201,"Male",66.336633663
"755",427,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Kidney",27514,"Female",45.326504481
"756",428,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Kidney",27514,"Male",54.673495519
"757",429,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Kidney",15213,"Female",37.769328264
"758",430,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Kidney",15213,"Male",62.230671736
"759",431,"University of Tennessee Medical Center at Knoxville (TNUK)","TNUK","TX1","Kidney",37920,"Female",34.812286689
"760",432,"University of Tennessee Medical Center at Knoxville (TNUK)","TNUK","TX1","Kidney",37920,"Male",65.187713311
"761",433,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Kidney",77555,"Female",34.598214286
"762",434,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Kidney",77555,"Male",65.401785714
"763",435,"University of Toledo Medical Center (OHCO)","OHCO","TX1","Kidney",43614,"Female",42.016806723
"764",436,"University of Toledo Medical Center (OHCO)","OHCO","TX1","Kidney",43614,"Male",57.983193277
"765",437,"University of Utah Medical Center (UTMC)","UTMC","TX1","Kidney",84132,"Female",39.097744361
"766",438,"University of Utah Medical Center (UTMC)","UTMC","TX1","Kidney",84132,"Male",60.902255639
"767",439,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Kidney",22908,"Female",38.086642599
"768",440,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Kidney",22908,"Male",61.913357401
"769",441,"University of Washington Medical Center (WAUW)","WAUW","TX1","Kidney",98195,"Female",41.685144124
"770",442,"University of Washington Medical Center (WAUW)","WAUW","TX1","Kidney",98195,"Male",58.314855876
"771",443,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Kidney",53792,"Female",37.313432836
"772",444,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Kidney",53792,"Male",62.686567164
"773",445,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Kidney",15224,"Female",45.454545455
"774",446,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Kidney",15224,"Male",54.545454545
"775",447,"UPMC Hamot (PAPH)","PAPH","TX1","Kidney",16550,"Female",32.835820896
"776",448,"UPMC Hamot (PAPH)","PAPH","TX1","Kidney",16550,"Male",67.164179104
"777",449,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Kidney",75390,"Female",40.364188164
"778",450,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Kidney",75390,"Male",59.635811836
"779",451,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Kidney",15240,"Female",4.7694753577
"780",452,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Kidney",15240,"Male",95.230524642
"781",453,"VA Portland Health Care System (ORVA)","ORVA","TX1","Kidney",97239,"Female",6.2146892655
"782",454,"VA Portland Health Care System (ORVA)","ORVA","TX1","Kidney",97239,"Male",93.785310734
"783",455,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney",37232,"Female",33.918669131
"784",456,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney",37232,"Male",66.081330869
"785",457,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney",27834,"Female",47.206703911
"786",458,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney",27834,"Male",52.793296089
"787",459,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney",98111,"Female",40.148698885
"788",460,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney",98111,"Male",59.851301115
"789",461,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney",27157,"Female",40
"790",462,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney",27157,"Male",60
"791",463,"Walter Reed National Military Medical Center at Bethesda (DCWR)","DCWR","TX1","Kidney",20889,"Female",35.064935065
"792",464,"Walter Reed National Military Medical Center at Bethesda (DCWR)","DCWR","TX1","Kidney",20889,"Male",64.935064935
"793",465,"Westchester Medical Center (NYWC)","NYWC","TX1","Kidney",10595,"Female",32.638888889
"794",466,"Westchester Medical Center (NYWC)","NYWC","TX1","Kidney",10595,"Male",67.361111111
"795",467,"William Beaumont Hospital (MIBH)","MIBH","TX1","Kidney",48073,"Female",38.483146067
"796",468,"William Beaumont Hospital (MIBH)","MIBH","TX1","Kidney",48073,"Male",61.516853933
"797",469,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Kidney",71103,"Female",38.802083333
"798",470,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Kidney",71103,"Male",61.197916667
"799",471,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Kidney",6510,"Female",36.79389313
"800",472,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Kidney",6510,"Male",63.20610687
"801",1,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney-Pancreas",12208,"Female",14.285714286
"802",2,"Albany Medical Center Hospital (NYAM)","NYAM","TX1","Kidney-Pancreas",12208,"Male",85.714285714
"803",3,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney-Pancreas",19141,"Female",33.333333333
"804",4,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Kidney-Pancreas",19141,"Male",66.666666667
"805",5,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney-Pancreas",15212,"Female",0
"806",6,"Allegheny General Hospital (PAAG)","PAAG","TX1","Kidney-Pancreas",15212,"Male",100
